source,Clone,TRNO,EXCODE,HWAMS,HWAMM,LAIXS,LAIXM,CWAMS,CWAMM
2,TMS14F1098P0013,30,UYAG1701CS,6430,10933,1,4,3726,9306
2,TMS14F1120P0003,31,UYAG1701CS,4437,10382,1,4,5811,12188
2,TMS14F1125P0010,32,UYAG1701CS,6582,10775,1.1,3,5081,12188
2,TMS14F1131P0001,33,UYAG1701CS,4354,13267,0.7,3,3854,14132
2,TMS14F1146P0002,34,UYAG1701CS,9753,10259,1.2,NA,4840,8993
2,TMS14F1159P0003,35,UYAG1701CS,7788,13033,1.2,3,4350,9479
2,TMS14F1194P0002,36,UYAG1701CS,9672,11853,1.2,NA,4824,11389
2,TMS14F1195P0004,37,UYAG1701CS,4567,7794,0.7,2,2920,6875
2,TMS14F1195P0005,38,UYAG1701CS,6226,9328,1,4,4383,12222
2,TMS14F1196P0003,39,UYAG1701CS,4567,13712,0.7,2,2920,11250
2,TMS14F1208P0007,40,UYAG1701CS,4567,9819,0.7,6,2920,9896
2,TMS14F1223P0007,41,UYAG1701CS,4567,11489,0.7,3,2920,7326
2,TMS14F1224P0004,42,UYAG1701CS,4567,12467,0.7,2,2920,10312
2,TMS14F1262P0002,43,UYAG1701CS,4567,11750,0.7,4,2920,13438
2,TMS14F1278P0003,44,UYAG1701CS,4567,7475,0.7,2,2920,12049
2,TMS14F1285P0006,45,UYAG1701CS,7788,10586,1.2,2,4350,10764
2,TMS14F1285P0017,46,UYAG1701CS,9340,12114,1.2,NA,4757,8090
2,TMS14F1287P0008,47,UYAG1701CS,8531,10767,1.6,7,5701,9514
2,TMS14F1288P0008,48,UYAG1701CS,7529,8968,0.6,1,5340,8819
2,TMS14F1291P0003,49,UYAG1701CS,9753,10833,1.2,NA,4840,12222
2,TMS14F1291P0011,50,UYAG1701CS,9423,9412,1.2,0,4774,9757
2,TMS14F1291P0012,51,UYAG1701CS,3858,13144,0.6,6,3480,11389
2,TMS14F1292P0012,52,UYAG1701CS,8418,7752,1.4,3,4967,12986
2,TMS14F1295P0012,53,UYAG1701CS,5252,9759,0.8,1,3792,8958
2,TMS14F1297P0019,54,UYAG1701CS,6418,11493,1.2,4,5072,13889
2,TMS14F1299P0007,55,UYAG1701CS,6418,11677,1.2,4,5072,11944
2,TMS14F1300P0002,56,UYAG1701CS,9589,16638,1.2,NA,4807,14271
2,TMS14F1300P0008,57,UYAG1701CS,1,12724,0.3,4,4032,12118
2,TMS14F1301P0004,58,UYAG1701CS,9935,12222,1.2,NA,4877,17951
2,TMS14F1301P0013,59,UYAG1701CS,8634,13891,1.3,8,4255,12257
2,TMS14F1303P0012,60,UYAG1701CS,7121,13397,0.9,8,3485,14062
2,TMS14F1306P0008,61,UYAG1701CS,5371,13775,0.8,7,3776,12014
2,TMS14F1306P0015,62,UYAG1701CS,11133,14854,1.9,3,5710,11458
2,TMS14F1306P0020,63,UYAG1701CS,6365,11533,0.8,3,3855,12535
2,TMS14F1310P0004,64,UYAG1701CS,5371,12931,0.8,5,3776,10729
2,TMS14F1310P0015,65,UYAG1701CS,10023,14556,1.2,NA,4895,10104
2,TMS14F1311P0002,66,UYAG1701CS,5371,8939,0.8,5,3776,11493
2,TMS14F1312P0003,67,UYAG1701CS,9176,8899,1.2,4,4704,13229
3,IITA-TMS-IBA000070,1,UYAG1801CS,21853,10693,2.6,5,7719,11823
3,IITA-TMS-IBA30572,2,UYAG1801CS,12601,8251,1.2,3,4653,8594
3,IITA-TMS-IBA980581,3,UYAG1801CS,15153,8259,1.4,4,5930,11892
3,IITA-TMS-IBA982101,4,UYAG1801CS,15047,6680,1.2,3,7544,9948
3,TMEB419,5,UYAG1801CS,20091,8603,2,3,7132,8941
3,TMS13F1021P0008,6,UYAG1801CS,11844,7875,1.3,4,6582,12743
3,TMS13F1049P0001,7,UYAG1801CS,11588,9826,1.1,1,6102,8021
3,TMS13F1114P0001,8,UYAG1801CS,13739,6304,1.4,4,6144,12500
3,TMS13F1126P0003,9,UYAG1801CS,12601,11825,1.2,3,4653,10833
3,TMS13F1182P0002,10,UYAG1801CS,13507,11944,1.5,5,7633,16111
3,TMS13F1304P0003,11,UYAG1801CS,15587,8654,1.5,2,5490,15347
3,TMS13F1315P0008,12,UYAG1801CS,12601,8824,1.2,2,4653,9201
3,TMS13F1376P0018,13,UYAG1801CS,32210,8353,2.3,NA,11491,17500
3,TMS13F1400P0001,14,UYAG1801CS,13739,9093,1.4,4,6144,8507
3,TMS13F1461P0002,15,UYAG1801CS,13739,10395,1.4,5,6144,9931
3,TMS13F2061P0005,16,UYAG1801CS,13739,7032,1.4,3,6144,13993
3,TMS13F2207P0001,17,UYAG1801CS,21853,12502,2.6,5,7719,12847
3,TMS14F1001P0004,18,UYAG1801CS,15587,7088,1.5,3,5490,10382
3,TMS14F1013P0007,19,UYAG1801CS,12601,8908,1.2,3,4653,9757
3,TMS14F1014P0016,20,UYAG1801CS,13739,9461,1.4,2,6144,9826
3,TMS14F1014P0017,21,UYAG1801CS,13739,10043,1.4,2,6144,6146
3,TMS14F1016P0006,22,UYAG1801CS,15587,10836,1.5,13,5490,12361
3,TMS14F1019P0015,23,UYAG1801CS,12601,8386,1.2,3,4653,8819
3,TMS14F1022P0003,24,UYAG1801CS,12601,11411,1.2,2,4653,10590
3,TMS14F1022P0006,25,UYAG1801CS,12601,10508,1.2,8,4653,8924
3,TMS14F1035P0004,26,UYAG1801CS,15304,14228,1.3,5,4408,8750
3,TMS14F1035P0007,27,UYAG1801CS,15587,10374,1.5,5,5490,8889
3,TMS14F1036P0007,28,UYAG1801CS,21853,12897,2.6,5,7719,11667
3,TMS14F1049P0001,29,UYAG1801CS,12601,8347,1.2,6,4653,10382
3,TMS14F1098P0013,30,UYAG1801CS,12601,11653,1.2,4,4653,10694
3,TMS14F1120P0003,31,UYAG1801CS,10275,4927,1.1,4,7021,12500
3,TMS14F1125P0010,32,UYAG1801CS,13739,5822,1.4,3,6144,11736
3,TMS14F1131P0001,33,UYAG1801CS,10321,8708,0.8,3,4794,11181
3,TMS14F1146P0002,34,UYAG1801CS,19435,11944,1.4,NA,6161,10104
3,TMS14F1159P0003,35,UYAG1801CS,15460,8519,1.4,3,5403,9861
3,TMS14F1194P0002,36,UYAG1801CS,19303,10500,1.4,NA,6130,10347
3,TMS14F1195P0004,37,UYAG1801CS,9336,6875,0.8,2,3696,7326
3,TMS14F1195P0005,38,UYAG1801CS,12486,6667,1.2,4,5292,9931
3,TMS14F1196P0003,39,UYAG1801CS,9336,5622,0.8,2,3696,9340
3,TMS14F1208P0007,40,UYAG1801CS,9336,8662,0.8,6,3696,8785
3,TMS14F1223P0007,41,UYAG1801CS,9336,10206,0.8,3,3696,9514
3,TMS14F1224P0004,42,UYAG1801CS,9336,8215,0.8,2,3696,10312
3,TMS14F1262P0002,43,UYAG1801CS,9336,9889,0.8,4,3696,14236
3,TMS14F1278P0003,44,UYAG1801CS,9336,11138,0.8,2,3696,11806
3,TMS14F1285P0006,45,UYAG1801CS,15460,12467,1.4,2,5403,9340
3,TMS14F1285P0017,46,UYAG1801CS,18580,10643,1.4,NA,6018,10417
3,TMS14F1287P0008,47,UYAG1801CS,16737,7879,1.9,7,6997,11562
3,TMS14F1288P0008,48,UYAG1801CS,12711,6927,0.8,1,6363,6250
3,TMS14F1291P0003,49,UYAG1801CS,19435,8065,1.4,NA,6161,11458
3,TMS14F1291P0011,50,UYAG1801CS,18721,11158,1.4,NA,6046,8368
3,TMS14F1291P0012,51,UYAG1801CS,8238,7656,0.7,6,4395,10312
3,TMS14F1292P0012,52,UYAG1801CS,17065,9179,1.7,3,6124,8194
3,TMS14F1295P0012,53,UYAG1801CS,10884,8282,0.9,1,4734,12986
3,TMS14F1297P0019,54,UYAG1801CS,13553,7521,1.4,4,6111,14132
3,TMS14F1299P0007,55,UYAG1801CS,13553,12852,1.4,4,6111,10417
3,TMS14F1300P0002,56,UYAG1801CS,19128,12125,1.4,NA,6104,8958
3,TMS14F1300P0008,57,UYAG1801CS,7,6211,0.7,4,12011,9826
3,TMS14F1301P0004,58,UYAG1801CS,19773,9939,1.4,0,6217,9028
3,TMS14F1301P0013,59,UYAG1801CS,16211,7282,1.5,8,5322,10972
3,TMS14F1303P0012,60,UYAG1801CS,12858,8290,1,8,4426,14444
3,TMS14F1306P0008,61,UYAG1801CS,11336,10372,1,7,4778,9514
3,TMS14F1306P0015,62,UYAG1801CS,20458,8628,2.3,3,7044,11806
3,TMS14F1306P0020,63,UYAG1801CS,11946,7726,0.9,3,5062,9132
3,TMS14F1310P0004,64,UYAG1801CS,11336,9068,1,5,4778,12153
3,TMS14F1310P0015,65,UYAG1801CS,19949,8242,1.4,NA,6248,13438
3,TMS14F1311P0002,66,UYAG1801CS,11336,6414,1,5,4778,11667
3,TMS14F1312P0003,67,UYAG1801CS,17620,6558,1.4,4,5861,13958
4,IITA-TMS-IBA000070,1,UYAG1901CS,23891,18991,2.6,5,7928,9734
4,IITA-TMS-IBA30572,2,UYAG1901CS,14031,9713,1.1,3,4805,11260
4,IITA-TMS-IBA980581,3,UYAG1901CS,16781,10746,1.4,4,6099,14229
4,IITA-TMS-IBA982101,4,UYAG1901CS,16372,12451,1.2,3,7881,14052
4,TMEB419,5,UYAG1901CS,21512,12410,2,3,7278,14292
4,TMS13F1021P0008,6,UYAG1901CS,13372,16682,1.3,4,6748,18021
4,TMS13F1049P0001,7,UYAG1901CS,12910,13065,1.1,1,6285,18083
4,TMS13F1114P0001,8,UYAG1901CS,14828,13610,1.3,4,6264,9719
4,TMS13F1126P0003,9,UYAG1901CS,14031,12585,1.1,3,4805,8990
4,TMS13F1182P0002,10,UYAG1901CS,14990,17438,1.5,5,7808,14990
4,TMS13F1304P0003,11,UYAG1901CS,17226,20973,1.5,2,5657,13708
4,TMS13F1315P0008,12,UYAG1901CS,14031,13276,1.1,2,4805,10781
4,TMS13F1376P0018,13,UYAG1901CS,33094,18165,2.2,NA,11726,7000
4,TMS13F1400P0001,14,UYAG1901CS,14828,13024,1.3,4,6264,12802
4,TMS13F1461P0002,15,UYAG1901CS,14828,13776,1.3,5,6264,14438
4,TMS13F2061P0005,16,UYAG1901CS,14828,14419,1.3,3,6264,13719
4,TMS13F2207P0001,17,UYAG1901CS,23891,14849,2.6,5,7928,11635
4,TMS14F1001P0004,18,UYAG1901CS,17226,17138,1.5,3,5657,12479
4,TMS14F1013P0007,19,UYAG1901CS,14031,15987,1.1,3,4805,13219
4,TMS14F1014P0016,20,UYAG1901CS,14828,11592,1.3,2,6264,8417
4,TMS14F1014P0017,21,UYAG1901CS,14828,13345,1.3,2,6264,12500
4,TMS14F1016P0006,22,UYAG1901CS,17226,13427,1.5,13,5657,11458
4,TMS14F1019P0015,23,UYAG1901CS,14031,11002,1.1,3,4805,10813
4,TMS14F1022P0003,24,UYAG1901CS,14031,15411,1.1,2,4805,9708
4,TMS14F1022P0006,25,UYAG1901CS,14031,15874,1.1,8,4805,10031
4,TMS14F1035P0004,26,UYAG1901CS,17714,14998,1.3,5,4652,4875
4,TMS14F1035P0007,27,UYAG1901CS,17226,11024,1.5,5,5657,8781
4,TMS14F1036P0007,28,UYAG1901CS,23891,18794,2.6,5,7928,13479
4,TMS14F1049P0001,29,UYAG1901CS,14031,12027,1.1,6,4805,8802
4,TMS14F1098P0013,30,UYAG1901CS,14031,11154,1.1,4,4805,10552
4,TMS14F1120P0003,31,UYAG1901CS,11674,8021,1.1,4,7200,13802
4,TMS14F1125P0010,32,UYAG1901CS,14828,14401,1.3,3,6264,10073
4,TMS14F1131P0001,33,UYAG1901CS,10913,14609,0.8,3,4886,9406
4,TMS14F1146P0002,34,UYAG1901CS,20886,9640,1.4,NA,6328,10271
4,TMS14F1159P0003,35,UYAG1901CS,17222,16744,1.4,3,5584,14000
4,TMS14F1194P0002,36,UYAG1901CS,20789,15153,1.4,NA,6307,10333
4,TMS14F1195P0004,37,UYAG1901CS,10202,18252,0.8,2,3793,13125
4,TMS14F1195P0005,38,UYAG1901CS,13862,13425,1.2,4,5434,8771
4,TMS14F1196P0003,39,UYAG1901CS,10202,10366,0.8,2,3793,6698
4,TMS14F1208P0007,40,UYAG1901CS,10202,16267,0.8,6,3793,12646
4,TMS14F1223P0007,41,UYAG1901CS,10202,13773,0.8,3,3793,6448
4,TMS14F1224P0004,42,UYAG1901CS,10202,11968,0.8,2,3793,7167
4,TMS14F1262P0002,43,UYAG1901CS,10202,14109,0.8,4,3793,10906
4,TMS14F1278P0003,44,UYAG1901CS,10202,10443,0.8,2,3793,NA
4,TMS14F1285P0006,45,UYAG1901CS,17222,13002,1.4,2,5584,7333
4,TMS14F1285P0017,46,UYAG1901CS,20165,18921,1.4,NA,6192,7521
4,TMS14F1287P0008,47,UYAG1901CS,18731,16684,1.8,7,7196,12500
4,TMS14F1288P0008,48,UYAG1901CS,14033,9488,0.8,1,6516,8167
4,TMS14F1291P0003,49,UYAG1901CS,20886,13624,1.4,NA,6328,6854
4,TMS14F1291P0011,50,UYAG1901CS,20293,15991,1.4,NA,6218,8604
4,TMS14F1291P0012,51,UYAG1901CS,9003,16839,0.7,6,4526,16396
4,TMS14F1292P0012,52,UYAG1901CS,18960,11752,1.7,3,6317,19125
4,TMS14F1295P0012,53,UYAG1901CS,11687,14670,0.9,1,4860,9594
4,TMS14F1297P0019,54,UYAG1901CS,14961,14444,1.3,4,6258,11781
4,TMS14F1299P0007,55,UYAG1901CS,14961,12199,1.3,4,6258,10781
4,TMS14F1300P0002,56,UYAG1901CS,20653,13643,1.4,NA,6285,11000
4,TMS14F1300P0008,57,UYAG1901CS,15,16798,0.7,4,14714,16781
4,TMS14F1301P0004,58,UYAG1901CS,21184,16850,1.4,NA,6389,13344
4,TMS14F1301P0013,59,UYAG1901CS,17784,17724,1.5,8,5494,9292
4,TMS14F1303P0012,60,UYAG1901CS,14540,13654,1,8,4642,14771
4,TMS14F1306P0008,61,UYAG1901CS,12609,13454,1,7,4932,13312
4,TMS14F1306P0015,62,UYAG1901CS,22832,16788,2.2,3,7290,10719
4,TMS14F1306P0020,63,UYAG1901CS,13164,11279,0.9,3,5309,8292
4,TMS14F1310P0004,64,UYAG1901CS,12609,12511,1,5,4932,7854
4,TMS14F1310P0015,65,UYAG1901CS,21282,13801,1.4,NA,6408,5104
4,TMS14F1311P0002,66,UYAG1901CS,12609,15266,1,5,4932,11667
4,TMS14F1312P0003,67,UYAG1901CS,19305,12932,1.4,4,6048,15990
5,IITA-TMS-IBA000070,1,UYIB1701CS,11634,15661,2,5,6733,6194
5,IITA-TMS-IBA30572,2,UYIB1701CS,5891,13582,0.9,3,3977,9806
5,IITA-TMS-IBA980581,3,UYIB1701CS,7621,13842,1.2,4,5203,8542
5,IITA-TMS-IBA982101,4,UYIB1701CS,8653,7992,1,3,6496,10153
5,TMEB419,5,UYIB1701CS,10955,11333,1.6,3,6250,8542
5,TMS13F1021P0008,6,UYIB1701CS,4702,19392,1,4,5886,9375
5,TMS13F1114P0001,7,UYIB1701CS,6237,18939,1.1,4,5409,14028
5,TMS13F1182P0002,8,UYIB1701CS,5599,15216,1.2,5,6833,9375
5,TMS13F1461P0002,9,UYIB1701CS,6237,16884,1.1,5,5409,10833
5,TMS13F2061P0005,10,UYIB1701CS,6237,15958,1.1,3,5409,10431
5,TMS13F2207P0001,11,UYIB1701CS,11634,19782,2,5,6733,8778
5,TMS14F1001P0004,12,UYIB1701CS,7595,12904,1.2,3,4728,7778
5,TMS14F1016P0006,13,UYIB1701CS,7595,12059,1.2,13,4728,5972
5,TMS14F1022P0006,14,UYIB1701CS,5891,12197,0.9,8,3977,5792
5,TMS14F1035P0004,15,UYIB1701CS,8085,17063,1.1,5,3704,5417
5,TMS14F1035P0007,16,UYIB1701CS,7595,16536,1.2,5,4728,5403
5,TMS14F1036P0007,17,UYIB1701CS,11634,18896,2,5,6733,11042
5,TMS14F1049P0001,18,UYIB1701CS,5891,14606,0.9,6,3977,7778
5,TMS14F1120P0003,19,UYIB1701CS,3838,6331,0.9,4,6300,8889
5,TMS14F1194P0002,20,UYIB1701CS,10773,11147,1.1,NA,5307,11458
5,TMS14F1195P0005,21,UYIB1701CS,5489,15680,1,4,4617,9819
5,TMS14F1223P0007,22,UYIB1701CS,4104,16931,0.7,3,3155,3778
5,TMS14F1262P0002,23,UYIB1701CS,4104,11345,0.7,4,3155,9792
5,TMS14F1285P0017,24,UYIB1701CS,10096,12776,1.1,NA,5194,5014
5,TMS14F1291P0011,25,UYIB1701CS,10279,13975,1.1,NA,5224,4375
5,TMS14F1297P0019,26,UYIB1701CS,5975,5417,1.1,4,5381,5875
5,TMS14F1300P0008,27,UYIB1701CS,1,16404,0.3,4,3226,12083
5,TMS14F1303P0012,28,UYIB1701CS,6940,14280,0.8,8,3746,8875
5,TMS14F1306P0015,29,UYIB1701CS,10772,12645,1.8,3,6094,8306
5,TMS14F1306P0020,30,UYIB1701CS,6506,17831,0.8,3,4271,8556
5,TMS14F1310P0004,31,UYIB1701CS,5255,11087,0.8,5,4134,4514
5,TMS14F1311P0002,32,UYIB1701CS,5255,11535,0.8,5,4134,8819
5,TMS14F1312P0003,33,UYIB1701CS,9470,17394,1.1,4,5066,7958
6,IITA-TMS-IBA000070,1,UYIB1801CS,12747,19598,2.3,5,6841,6726
6,IITA-TMS-IBA30572,2,UYIB1801CS,6560,13945,1,3,4042,9823
6,IITA-TMS-IBA980581,3,UYIB1801CS,8332,13473,1.3,4,5267,8441
6,IITA-TMS-IBA982101,4,UYIB1801CS,8884,12288,1,3,6486,9094
6,TMEB419,5,UYIB1801CS,11846,9208,1.8,3,6335,7983
6,TMS13F1021P0008,6,UYIB1801CS,5326,20129,1.2,4,5935,7826
6,TMS13F1049P0001,7,UYIB1801CS,5708,13441,1,1,5428,6681
6,TMS13F1114P0001,8,UYIB1801CS,7126,15432,1.2,4,5496,8326
6,TMS13F1182P0002,9,UYIB1801CS,6460,14316,1.3,5,6913,9674
6,TMS13F1304P0003,10,UYIB1801CS,8463,19750,1.3,2,4806,6167
6,TMS13F1315P0008,11,UYIB1801CS,6560,15883,1,2,4042,9514
6,TMS13F1376P0018,12,UYIB1801CS,26630,19474,1.5,NA,9756,4625
6,TMS13F1400P0001,13,UYIB1801CS,7126,10535,1.2,4,5496,8514
6,TMS13F1461P0002,14,UYIB1801CS,7126,9234,1.2,5,5496,5264
6,TMS13F2061P0005,15,UYIB1801CS,7126,12111,1.2,3,5496,8090
6,TMS13F2207P0001,16,UYIB1801CS,12747,20434,2.3,5,6841,9271
6,TMS14F1001P0004,17,UYIB1801CS,8463,19194,1.3,3,4806,8361
6,TMS14F1013P0007,18,UYIB1801CS,6560,13330,1,3,4042,6590
6,TMS14F1016P0006,19,UYIB1801CS,8463,24604,1.3,13,4806,8194
6,TMS14F1019P0015,20,UYIB1801CS,6560,18476,1,3,4042,7507
6,TMS14F1022P0003,21,UYIB1801CS,6560,17503,1,2,4042,5660
6,TMS14F1022P0006,22,UYIB1801CS,6560,22827,1,8,4042,7590
6,TMS14F1035P0004,23,UYIB1801CS,8353,20330,1.2,5,3727,5917
6,TMS14F1035P0007,24,UYIB1801CS,8463,20441,1.3,5,4806,6868
6,TMS14F1036P0007,25,UYIB1801CS,12747,22640,2.3,5,6841,11278
6,TMS14F1049P0001,26,UYIB1801CS,6560,14082,1,6,4042,7576
6,TMS14F1120P0003,27,UYIB1801CS,4382,12946,1,4,6358,7007
6,TMS14F1125P0010,28,UYIB1801CS,7126,17841,1.2,3,5496,7368
6,TMS14F1146P0002,29,UYIB1801CS,11235,16711,1.2,NA,5356,6208
6,TMS14F1159P0003,30,UYIB1801CS,8183,11622,1.2,3,4695,6312
6,TMS14F1194P0002,31,UYIB1801CS,11073,10323,1.2,NA,5329,7611
6,TMS14F1195P0004,32,UYIB1801CS,4664,10860,0.7,2,3208,7188
6,TMS14F1195P0005,33,UYIB1801CS,6029,16551,1.1,4,4667,6819
6,TMS14F1223P0007,34,UYIB1801CS,4664,18802,0.7,3,3208,4861
6,TMS14F1262P0002,35,UYIB1801CS,4664,18393,0.7,4,3208,7785
6,TMS14F1278P0003,36,UYIB1801CS,4664,14786,0.7,2,3208,5507
6,TMS14F1285P0017,37,UYIB1801CS,10410,17392,1.2,NA,5218,4604
6,TMS14F1287P0008,38,UYIB1801CS,8562,17799,1.7,7,6172,9417
6,TMS14F1288P0008,39,UYIB1801CS,8988,13304,0.7,1,5982,9865
6,TMS14F1291P0003,40,UYIB1801CS,11235,18923,1.2,NA,5356,5806
6,TMS14F1291P0011,41,UYIB1801CS,10577,5791,1.2,0,5246,2698
6,TMS14F1291P0012,42,UYIB1801CS,4066,14898,0.6,6,3869,5458
6,TMS14F1295P0012,43,UYIB1801CS,6064,16071,0.8,1,4186,7792
6,TMS14F1297P0019,44,UYIB1801CS,6676,9452,1.2,4,5446,7618
6,TMS14F1299P0007,45,UYIB1801CS,6676,13983,1.2,4,5446,9160
6,TMS14F1300P0002,46,UYIB1801CS,10908,15890,1.2,NA,5301,8219
6,TMS14F1300P0008,47,UYIB1801CS,1,15678,0.4,4,4123,9097
6,TMS14F1301P0004,48,UYIB1801CS,11558,17950,1.2,NA,5410,8944
6,TMS14F1301P0013,49,UYIB1801CS,8950,16455,1.3,8,4586,7646
6,TMS14F1303P0012,50,UYIB1801CS,7446,16499,0.9,8,3798,9042
6,TMS14F1306P0008,51,UYIB1801CS,5720,14478,0.9,7,4174,8427
6,TMS14F1306P0015,52,UYIB1801CS,11244,19343,2,3,6135,8875
6,TMS14F1306P0020,53,UYIB1801CS,6744,16770,0.8,3,4283,8583
6,TMS14F1310P0004,54,UYIB1801CS,5720,15842,0.9,5,4174,5514
6,TMS14F1310P0015,55,UYIB1801CS,11717,19443,1.2,NA,5437,7521
6,TMS14F1311P0002,56,UYIB1801CS,5720,18289,0.9,5,4174,9243
6,TMS14F1312P0003,57,UYIB1801CS,9849,17622,1.2,4,5099,7229
7,IITA-TMS-IBA000070,1,UYIB1901CS,23730,10594,2.6,5,7713,6203
7,IITA-TMS-IBA30572,2,UYIB1901CS,14100,5542,1.2,3,4648,6526
7,IITA-TMS-IBA980581,3,UYIB1901CS,16727,9403,1.4,4,5928,10750
7,IITA-TMS-IBA982101,4,UYIB1901CS,16209,6354,1.2,3,7559,9750
7,TMEB419,5,UYIB1901CS,21171,8395,2,3,7060,8286
7,TMS13F1021P0008,6,UYIB1901CS,13394,6990,1.3,4,6502,7542
7,TMS13F1049P0001,7,UYIB1901CS,12894,4127,1.1,1,6033,4000
7,TMS13F1114P0001,8,UYIB1901CS,14705,9634,1.3,4,6065,6479
7,TMS13F1126P0003,9,UYIB1901CS,14100,5852,1.2,3,4648,3708
7,TMS13F1182P0002,10,UYIB1901CS,15033,8842,1.5,5,7532,6604
7,TMS13F1304P0003,11,UYIB1901CS,16939,9367,1.5,2,5489,9042
7,TMS13F1315P0008,12,UYIB1901CS,14100,9611,1.2,2,4648,14010
7,TMS13F1376P0018,13,UYIB1901CS,30716,9116,2.1,0,10875,4167
7,TMS13F1400P0001,14,UYIB1901CS,14705,6642,1.3,4,6065,8750
7,TMS13F1461P0002,15,UYIB1901CS,14705,7763,1.3,5,6065,7594
7,TMS13F2061P0005,16,UYIB1901CS,14705,7934,1.3,3,6065,7500
7,TMS13F2207P0001,17,UYIB1901CS,23730,8186,2.6,5,7713,9625
7,TMS14F1001P0004,18,UYIB1901CS,16939,9135,1.5,3,5489,7063
7,TMS14F1013P0007,19,UYIB1901CS,14100,6900,1.2,3,4648,5583
7,TMS14F1014P0016,20,UYIB1901CS,14705,11528,1.3,2,6065,9375
7,TMS14F1014P0017,21,UYIB1901CS,14705,9123,1.3,2,6065,8375
7,TMS14F1016P0006,22,UYIB1901CS,16939,8075,1.5,13,5489,6833
7,TMS14F1019P0015,23,UYIB1901CS,14100,5059,1.2,3,4648,4865
7,TMS14F1022P0003,24,UYIB1901CS,14100,11799,1.2,2,4648,8062
7,TMS14F1022P0006,25,UYIB1901CS,14100,8631,1.2,8,4648,5094
7,TMS14F1035P0004,26,UYIB1901CS,17839,11789,1.3,5,4527,5958
7,TMS14F1035P0007,27,UYIB1901CS,16939,8289,1.5,5,5489,4719
7,TMS14F1036P0007,28,UYIB1901CS,23730,11750,2.6,5,7713,8438
7,TMS14F1049P0001,29,UYIB1901CS,14100,5750,1.2,6,4648,6948
7,TMS14F1098P0013,30,UYIB1901CS,14100,13556,1.2,4,4648,6625
7,TMS14F1120P0003,31,UYIB1901CS,11872,6533,1.1,4,6918,8865
7,TMS14F1125P0010,32,UYIB1901CS,14705,10161,1.3,3,6065,5875
7,TMS14F1131P0001,33,UYIB1901CS,10384,8463,0.8,3,4661,5021
7,TMS14F1146P0002,34,UYIB1901CS,19967,6071,1.4,0,6079,3625
7,TMS14F1159P0003,35,UYIB1901CS,17010,12483,1.4,3,5410,9979
7,TMS14F1194P0002,36,UYIB1901CS,19877,8727,1.4,0,6055,9031
7,TMS14F1195P0004,37,UYIB1901CS,10187,9446,0.8,2,3632,8771
7,TMS14F1195P0005,38,UYIB1901CS,13974,8413,1.2,4,5284,7552
7,TMS14F1196P0003,39,UYIB1901CS,10187,10014,0.8,2,3632,4562
7,TMS14F1208P0007,40,UYIB1901CS,10187,9311,0.8,6,3632,7854
7,TMS14F1223P0007,41,UYIB1901CS,10187,10530,0.8,3,3632,5396
7,TMS14F1262P0002,42,UYIB1901CS,10187,12587,0.8,4,3632,8250
7,TMS14F1278P0003,43,UYIB1901CS,10187,8371,0.8,2,3632,5510
7,TMS14F1285P0006,44,UYIB1901CS,17010,10397,1.4,2,5410,6125
7,TMS14F1285P0017,45,UYIB1901CS,19383,7439,1.4,0,5945,5844
7,TMS14F1287P0008,46,UYIB1901CS,18791,13343,1.9,7,6953,9260
7,TMS14F1288P0008,47,UYIB1901CS,13059,4668,0.8,1,6083,8812
7,TMS14F1291P0003,48,UYIB1901CS,19967,3729,1.4,0,6079,3792
7,TMS14F1291P0011,49,UYIB1901CS,19589,7678,1.4,0,5994,5719
7,TMS14F1291P0012,50,UYIB1901CS,8938,7871,0.7,6,4305,7688
7,TMS14F1292P0012,51,UYIB1901CS,18531,7440,1.7,3,6118,3979
7,TMS14F1295P0012,52,UYIB1901CS,11389,11089,0.9,1,4659,8115
7,TMS14F1297P0019,53,UYIB1901CS,14956,3812,1.3,4,6077,8562
7,TMS14F1299P0007,54,UYIB1901CS,14956,10045,1.3,4,6077,6573
7,TMS14F1300P0002,55,UYIB1901CS,19778,8047,1.4,0,6037,6719
7,TMS14F1300P0008,56,UYIB1901CS,19,11321,0.7,4,14266,11125
7,TMS14F1301P0004,57,UYIB1901CS,20184,10298,1.4,NA,6124,7104
7,TMS14F1301P0013,58,UYIB1901CS,17875,10223,1.5,8,5342,7448
7,TMS14F1303P0012,59,UYIB1901CS,14650,9121,1,8,4499,7979
7,TMS14F1306P0008,60,UYIB1901CS,12438,5865,1,7,4723,7094
7,TMS14F1306P0015,61,UYIB1901CS,22922,8488,2.3,3,7074,8083
7,TMS14F1306P0020,62,UYIB1901CS,12988,8737,0.9,3,5048,8146
7,TMS14F1310P0004,63,UYIB1901CS,12438,6646,1,5,4723,4219
7,TMS14F1310P0015,64,UYIB1901CS,20200,8580,1.4,0,6134,5844
7,TMS14F1311P0002,65,UYIB1901CS,12438,8632,1,5,4723,6812
7,TMS14F1312P0003,66,UYIB1901CS,19057,8801,1.4,4,5864,5292
8,IITA-TMS-IBA000070,1,UYIK1701CS,14341,13302,2.2,5,7019,7812
8,IITA-TMS-IBA30572,2,UYIK1701CS,7368,9645,1,3,4161,8681
8,IITA-TMS-IBA980581,3,UYIK1701CS,9464,9302,1.3,4,5397,6111
8,IITA-TMS-IBA982101,4,UYIK1701CS,10259,9319,1,3,6712,8125
