plant_name,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,plant_number,FieldNotes,Picture,"stem number counting			|CO_334:0000129","branching level counting			|CO_334:0000079","number of forks on branching level 1 counting			|CO_334:0000522","number of forks on branching level 2 counting			|CO_334:0000523","number of forks on branching level 3 counting			|CO_334:0000524","number of forks on branching level 4 counting			|CO_334:0000524-Copy-(0)",Plant height at first branching  Level,Plant height at second branching  Level,Plant height at third branching  Level,Plant height at fourth branching  Level,"plant height with leaf in cm			|CO_334:0000123","number of nodes at branching level 1 counting			|CO_334:0000352","number of nodes at branching level 2 counting			|CO_334:0000363","number of nodes at branching level 3 counting			|CO_334:0000368","number of nodes at branching level 4 counting			|CO_334:0000383","days to first forking event visual observation			|CO_334:0000467","days to second forking event visual observation			|CO_334:0000468","days to senescence on the first branch visual observation			|CO_334:0000518","days to third forking event visual observation			|CO_334:0000469","leaf life span in days			|CO_334:0000049",Leaf Lobe Counting,"leaf_1 lobe length measurement in cm			|CO_334:0000164","leaf_1 lobe Width measurement in cm			|CO_334:0000164-Copy-(0)","leaf_2 lobe length measurement in cm			|CO_334:0000164-Copy-(0)","leaf_2 lobe Width measurement in cm			|CO_334:0000164-Copy-(1)","leaf_3 lobe length measurement in cm - Leaf 1		|CO_334:0000164-Copy-(1)","leaf_3 lobe width measurement in cm			|CO_334:0000165",notes,"stem diameter measurement in cm|month 5			|COMP:0000129",Section_1 from branching_1-2_diameter,section from Branching_2-3_diameter,section from Branching_3-4_diameter
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1304P0003_105_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1304P0003_105,TMS13F1304P0003,105,1,,1,2,2,3,,,2,1,3,,,,130,,,,180,11,,,,,,,,,9,17,5.9,16.4,5.5,13.5,4.5,,18.3,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1304P0003_105_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1304P0003_105,TMS13F1304P0003,105,1,,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1304P0003_105_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1304P0003_105,TMS13F1304P0003,105,1,,1,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1022P0003_106_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1022P0003_106,TMS14F1022P0003,106,1,,1,2,1,1,,,1,2,2,3,,,35,100,,,180,19,17,,,,,,,,7,19,5.6,20,5.7,16,5.1,,25.46,22.65,10.46,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1022P0003_106_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1022P0003_106,TMS14F1022P0003,106,1,,1,2,1,2,,,1,2,2,3,,,30,110,,,185,22,16,,,,,,,,7,20,6.7,17.5,5.4,15.7,4.9,,25.78,20.26,10.78,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1022P0003_106_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1022P0003_106,TMS14F1022P0003,106,1,,1,2,1,3,,,1,2,2,3,,,50,140,,,160,20,2,,,,,,,,8,17.5,5.3,15.2,5.4,14.5,4.9,,20.45,16.5,5.91,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1022P0003_106_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1022P0003_106,TMS14F1022P0003,106,1,,1,2,1,4,,,2,1,2,,,,73,,,,140,14,,,,,,,,,7,16,4.9,13.5,4.4,11,3.9,,15.33,8.61,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1022P0003_106_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1022P0003_106,TMS14F1022P0003,106,1,,1,2,1,5,,,2,2,2,3,,,40,105,,,160,20,5,,,,,,,,7,18,5.7,16.6,4.5,14,4.4,,19.28,15.1,7.3,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1146P0002_107_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1146P0002_107,TMS14F1146P0002,107,1,,1,3,1,1,,,2,NA,,,,,,,,,120,,,,,,,,,,9,14,4.4,14.5,4.5,14.5,4.7,,16.56,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1146P0002_107_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1146P0002_107,TMS14F1146P0002,107,1,,1,3,1,2,,,2,1,3,,,,75,,,,145,18,,,,,,,,,9,17,5.5,13.5,4.5,12,3.9,,21.64,17.37,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1146P0002_107_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1146P0002_107,TMS14F1146P0002,107,1,,1,3,1,3,,,1,NA,,,,,,,,,105,,,,,,,,,,9,13.5,4.2,12.5,3.5,13,4.4,,14.78,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1146P0002_107_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1146P0002_107,TMS14F1146P0002,107,1,,1,3,1,4,,,3,1,3,,,,85,,,,135,8,,,,,,,,,9,17,5.6,13.5,4.7,14,5,,21.71,12.97,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1146P0002_107_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1146P0002_107,TMS14F1146P0002,107,1,,1,3,1,5,,,3,1,2,,,,85,,,,140,18,,,,,,,,,9,14.5,5.9,13,5,14.3,5,,19.37,13.54,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA980581_108_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA980581_108,IITA-TMS-IBA980581,108,1,1,1,3,2,1,,,2,NA,,,,,,,,,155,,,,,,,,,,7,17.5,6,16.7,5.5,17,5.7,,20.03,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA980581_108_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA980581_108,IITA-TMS-IBA980581,108,1,1,1,3,2,2,,,2,NA,,,,,,,,,165,,,,,,,,,,7,17,6,16,5,18,4.5,,18.15,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA980581_108_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA980581_108,IITA-TMS-IBA980581,108,1,1,1,3,2,3,,,2,NA,,,,,,,,,170,,,,,,,,,,9,18.3,6,17,6,18.3,5,,21.74,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA980581_108_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA980581_108,IITA-TMS-IBA980581,108,1,1,1,3,2,4,,,2,1,3,,,,145,,,,185,13,,,,,,,,,7,21,7,19,5.7,20,7,,24.88,13.82,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA980581_108_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA980581_108,IITA-TMS-IBA980581,108,1,1,1,3,2,5,,,2,1,3,,,,160,,,,180,5,,,,,,,,,7,17.5,7,17,5.3,16,5,,25.28,8.33,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0003_109_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0003_109,TMS14F1291P0003,109,1,,1,3,3,1,,,2,NA,,,,,,,,,145,,,,,,,,,,7,17,4.5,17.5,5,16.5,5,,17.3,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0003_109_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0003_109,TMS14F1291P0003,109,1,,1,3,3,2,,,2,NA,,,,,,,,,145,,,,,,,,,,7,17,4.5,15.5,4.7,17,5,,17.41,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0003_109_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0003_109,TMS14F1291P0003,109,1,,1,3,3,3,,,2,1,2,,,,120,,,,145,5,,,,,,,,,9,19,4.5,18,5,15,4,,19.21,8.47,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0003_109_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0003_109,TMS14F1291P0003,109,1,,1,3,3,4,,,2,1,3,,,,115,,,,153,10,,,,,,,,,9,18,5,14,4,17,5,,20.83,8.33,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0003_109_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1291P0003_109,TMS14F1291P0003,109,1,,1,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,1,,1,4,3,1,,,5,1,2,,,,152,,,,140,6,,,,,,,,,7,14,3.5,14,4,15.5,4.3,,15.17,9.33,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,1,,1,4,3,2,,,2,1,2,,,,118,,,,150,6,,,,,,,,,7,16.5,4.5,15.5,4,13.5,3.5,,15.3,8.98,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,1,,1,4,3,3,,,4,2,3,2,,,95,145,,,165,22,3,,,,,,,,7,14,3.5,15.5,4.3,15,4,,23,9.48,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,1,,1,4,3,4,,,4,NA,,,,,,,,,110,,,,,,,,,,7,12.5,3.2,13.5,3.3,10,2.6,,10.14,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0013_110,TMS14F1301P0013,110,1,,1,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,1,,1,4,2,1,,,1,1,3,,,,85,,,,150,9,,,,,,,,,6,15,4,12,3.6,14,4,,15.69,7.22,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,1,,1,4,2,2,,,1,1,2,,,,80,,,,130,8,,,,,,,,,6,13.5,3.5,12,3.5,12.5,3.3,,14.93,7.01,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,1,,1,4,2,3,,,3,2,2,2,,,85,155,,,180,20,4,,,,,,,,6,21.5,5.5,18,5,14,3,,15.57,7.22,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,1,,1,4,2,4,,,1,2,3,3,,,80,155,,,190,20,6,,,,,,,,6,16.5,4.2,16.5,4.5,15.5,4,,23.17,13.85,5.98,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1400P0001_111,TMS13F1400P0001,111,1,,1,4,2,5,,,1,1,2,,,,90,,,,165,7,,,,,,,,,6,14,3.3,12,3,12.5,3,,13.12,6.98,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,1,,1,4,1,1,,,2,NA,,,,,,,,,140,,,,,,,,,,7,15,5,13.5,4.5,14,4,,15.69,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,1,,1,4,1,2,,,2,1,2,,,,132,,,,155,8,,,,,,,,,7,16.5,4.5,15,5,16,5,,17.06,7.68,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,1,,1,4,1,3,,,3,NA,,,,,,,,,150,,,,,,,,,,7,16,4.5,14,4.3,11.5,4,,16.07,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,1,,1,4,1,4,,,4,0,,,,,,,,,140,,,,,,,,,,7,13.5,4,14,4.5,13.3,4.2,,10.59,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS13F1376P0018_112,TMS13F1376P0018,112,1,,1,4,1,5,,,2,0,,,,,,,,,115,,,,,,,,,,7,14,4,13,4,14,4.2,,13.07,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,2,,1,5,1,1,,,2,1,3,,,,130,,,,175,14,,,,,,,,,9,17,4,15,3.8,14,4,,19.78,10.33,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,2,,1,5,1,2,,,1,1,3,,,,123,,,,175,16,,,,,,,,,9,16.5,4.3,13,4,14.5,4,,24.47,9.11,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,2,,1,5,1,3,,,2,1,3,,,,138,,,,162,7,,,,,,,,,9,13.5,3,15,4,16.5,4,,21.17,6.43,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,2,,1,5,1,4,,,1,NA,,,,,,,,,140,,,,,,,,,,9,15,4,14.5,4,13.5,3.5,,17.19,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1301P0004_113,TMS14F1301P0004,113,2,,1,5,1,5,,,1,1,4,,,,120,,,,175,24,,,,,,,,,9,15,4.5,14.5,3.5,14,3.8,,26.29,13.44,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1285P0006_114_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1285P0006_114,TMS14F1285P0006,114,2,,1,5,2,1,,,1,1,2,,,,105,,,,120,8,,,,,,,,,7,13.5,3,15,4,16,4.5,,12.2,5.74,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1285P0006_114_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1285P0006_114,TMS14F1285P0006,114,2,,1,5,2,2,,,1,1,3,,,,100,,,,130,11,,,,,,,,,7,15,4.2,18,4.5,15,4,,15.44,8.58,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1285P0006_114_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1285P0006_114,TMS14F1285P0006,114,2,,1,5,2,3,,,1,1,2,,,,60,,,,110,23,,,,,,,,,6,15,3.5,14.5,3.5,15,4,,16.56,7.82,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1285P0006_114_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1285P0006_114,TMS14F1285P0006,114,2,,1,5,2,4,,,3,1,2,,,,100,,,,120,4,,,,,,,,,7,20.5,5.4,17,4.5,15,4,,14.95,6.26,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1285P0006_114_plant_5,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1285P0006_114,TMS14F1285P0006,114,2,,1,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1310P0015_115_plant_1,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1310P0015_115,TMS14F1310P0015,115,2,,1,5,3,1,,,1,NA,,,,,,,,,100,,,,,,,,,,9,12.5,3,12,3,11.5,3.2,,16.81,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1310P0015_115_plant_2,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1310P0015_115,TMS14F1310P0015,115,2,,1,5,3,2,,,5,0,,,,,,,,,100,,,,,,,,,,7,13,3,12,3,12.3,3.5,,18.62,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1310P0015_115_plant_3,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1310P0015_115,TMS14F1310P0015,115,2,,1,5,3,3,,,2,0,,,,,,,,,125,,,,,,,,,,9,13.5,4,14,3,12,3.4,,14.3,,,
2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1310P0015_115_plant_4,2022-21.GS.C2.UYT.36.setB.IB-rep1-TMS14F1310P0015_115,TMS14F1310P0015,115,2,,1,5,3,4,,,2,0,,,,,,,,,125,,,,,,,,,,9,13.5,3.5,15.5,4,13.5,4,,17.01,,,
