"accession_name","rep_number","plant_number","stem_nu","branching_point","branchpoint1_Fs","branchpoint2_Fs","branchpoint3_Fs","branchpoint4_Fs","branchpoint1_H","section1_H","section2_H","section3_H","plant_H","plant_H21","section1_Nod","section2_Nod","section3_Nod","section4_Nod","LlobesNo","Lob1L","Lob1W","Lob2L","Lob2W","Lob3L","Lob3W","stem_D","section1_D","section2_D","section3_D","New_nod"
"TMS14F1285P0006",1,2,1,1,3,NA,NA,NA,100,NA,NA,NA,130,140,11,NA,NA,NA,7,15,4.2,18,4.5,15,4,15.44,8.58,NA,NA,6
"TMS14F1285P0006",1,3,1,1,2,NA,NA,NA,60,NA,NA,NA,110,100,23,NA,NA,NA,6,15,3.5,14.5,3.5,15,4,16.56,7.82,NA,NA,8
"TMS14F1285P0006",1,4,3,1,2,NA,NA,NA,100,NA,NA,NA,120,120,4,NA,NA,NA,7,20.5,5.4,17,4.5,15,4,14.95,6.26,NA,NA,9
"TMS14F1285P0006",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1310P0015",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,95,NA,NA,NA,NA,9,12.5,3,12,3,11.5,3.2,16.81,NA,NA,NA,9
"TMS14F1310P0015",1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,105,NA,NA,NA,NA,7,13,3,12,3,12.3,3.5,18.62,NA,NA,NA,9
"TMS14F1310P0015",1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,115,NA,NA,NA,NA,9,13.5,4,14,3,12,3.4,14.3,NA,NA,NA,10
"TMS14F1310P0015",1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,125,NA,NA,NA,NA,9,13.5,3.5,15.5,4,13.5,4,17.01,NA,NA,NA,9
"TMS14F1310P0015",1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,120,NA,NA,NA,NA,9,15,3.5,16,4,14.5,4.3,17.44,NA,NA,NA,11
"TMS14F1014P0017",1,1,2,1,2,NA,NA,NA,102,NA,NA,NA,175,165,17,NA,NA,NA,9,17,5.5,13.5,3,14,4,18.62,9.87,NA,NA,1
"TMS14F1014P0017",1,2,3,1,2,NA,NA,NA,100,NA,NA,NA,125,135,2,NA,NA,NA,9,14,4,12,3.5,12.5,4,14.72,7.79,NA,NA,8
"TMS14F1014P0017",1,3,1,1,3,NA,NA,NA,95,NA,NA,NA,150,145,11,NA,NA,NA,7,16,4.2,17,4.5,14,4,17.94,8.17,NA,NA,2
"TMS14F1014P0017",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"TMS14F1014P0017",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1292P0012",1,1,2,1,3,NA,NA,NA,85,NA,NA,NA,140,145,15,NA,NA,NA,7,12.5,4.5,12,3.5,11.5,3,18.4,6.45,NA,NA,1
"TMS14F1292P0012",1,2,1,2,3,3,NA,NA,50,140,NA,NA,180,170,24,5,NA,NA,9,18,6,17.5,5,16,4,23.76,13.3,6.68,NA,6
"TMS14F1292P0012",1,3,1,2,2,4,NA,NA,45,125,NA,NA,190,195,20,14,NA,NA,9,19.5,5.5,13.5,4.5,12.5,4,23.13,19.3,8.7,NA,NA
"TMS14F1292P0012",1,4,2,1,3,NA,NA,NA,60,NA,NA,NA,140,140,16,NA,NA,NA,7,12,4,12.5,3.5,12,3,19.26,7.74,NA,NA,6
"TMS14F1292P0012",1,5,1,2,2,4,NA,NA,40,120,NA,NA,155,170,22,9,NA,NA,9,17.5,4.5,17,4.5,17.5,4,25.35,14.01,3.7,NA,3
"TMS14F1013P0007",1,1,2,2,2,3,NA,NA,105,167,NA,NA,200,195,16,6,NA,NA,7,19.5,6.5,14.5,5.1,13.1,4.8,21.29,11.53,5.37,NA,5
"TMS14F1013P0007",1,2,2,2,2,2,NA,NA,100,160,NA,NA,185,185,17,4,NA,NA,8,20.5,6.6,14.6,5,9.2,3.6,20.09,9.92,4.91,NA,4
"TMS14F1013P0007",1,3,1,2,3,2,NA,NA,105,173,NA,NA,210,190,19,2,NA,NA,9,21.9,7.1,16.3,5.4,13.6,5.6,22.29,13.61,6.22,NA,5
"TMS14F1013P0007",1,4,2,2,2,2,NA,NA,112,180,NA,NA,190,185,11,1,NA,NA,7,17.3,6,16,5.3,13.4,4.5,19.76,9.8,4.04,NA,4
"TMS14F1013P0007",1,5,3,1,2,NA,NA,NA,115,NA,NA,NA,180,190,12,NA,NA,NA,7,17.1,5.4,16.9,5.2,13.4,4.6,15.9,8.64,NA,NA,5
"IITA-TMS-IBA000070",1,1,2,2,3,2,NA,NA,74,140,NA,NA,160,160,21,3,NA,NA,9,15,5.1,14.3,4.5,13.6,4.2,26.99,12.69,6.5,NA,10
"IITA-TMS-IBA000070",1,2,1,1,3,NA,NA,NA,80,NA,NA,NA,125,130,11,NA,NA,NA,9,17,5.6,13.5,4.4,11.9,4.3,21.56,8.7,NA,NA,9
"IITA-TMS-IBA000070",1,3,1,2,3,2,NA,NA,70,130,NA,NA,155,157,27,4,NA,NA,9,14.6,5.9,13.2,4.6,11.8,3.7,23.48,12.92,7.71,NA,10
"IITA-TMS-IBA000070",1,4,2,1,2,NA,NA,NA,132,NA,NA,NA,155,150,8,NA,NA,NA,9,16.4,4.9,15.3,4.8,12.7,4.2,NA,12.75,NA,NA,10
"IITA-TMS-IBA000070",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IITA-TMS-IBA982101",1,1,1,1,2,NA,NA,NA,72,NA,NA,NA,135,125,22,NA,NA,NA,7,18.9,4.9,15.7,3.9,14.9,3.9,17.86,8.57,NA,NA,NA
"IITA-TMS-IBA982101",1,2,1,2,3,2,NA,NA,75,125,NA,NA,140,140,22,4,NA,NA,7,16.1,4.6,14.6,3.7,11,2.7,22.03,10.6,5.17,NA,4
"IITA-TMS-IBA982101",1,3,1,2,3,2,NA,NA,80,134,NA,NA,150,135,23,5,NA,NA,7,17,4.5,14.9,3.7,13.6,3.9,24.39,13.01,5.13,NA,5
"IITA-TMS-IBA982101",1,4,2,1,2,NA,NA,NA,55,NA,NA,NA,105,110,16,NA,NA,NA,7,148,4,10.9,2.5,9.9,2.4,16.11,8.95,NA,NA,5
"IITA-TMS-IBA982101",1,5,2,1,3,NA,NA,NA,60,NA,NA,NA,120,117,28,NA,NA,NA,7,17.3,4.5,15.3,4.9,13.3,3,19.63,9.95,NA,NA,NA
"IITA-TMS-IBA30572",1,1,1,1,2,NA,NA,NA,65,NA,NA,NA,95,115,9,NA,NA,NA,7,14.9,3.9,13.5,3.5,11.6,3.2,13.83,6.61,NA,NA,6
"IITA-TMS-IBA30572",1,2,1,1,4,NA,NA,NA,80,NA,NA,NA,120,125,14,NA,NA,NA,7,16.5,6.5,9,3.6,11.2,3.2,19.12,7.78,NA,NA,1
"IITA-TMS-IBA30572",1,3,2,1,3,NA,NA,NA,92,NA,NA,NA,135,125,12,NA,NA,NA,7,15.6,4.9,13.1,3.7,10.8,3.1,19.55,8.37,NA,NA,3
"IITA-TMS-IBA30572",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IITA-TMS-IBA30572",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1315P0008",1,1,1,2,3,3,NA,NA,55,125,NA,NA,165,155,22,9,NA,NA,9,18.4,5,17,4.3,13.2,3.6,25.06,13.73,5.69,NA,NA
"TMS13F1315P0008",1,2,1,2,2,3,NA,NA,50,105,NA,NA,140,140,19,3,NA,NA,9,15.5,4.5,15.5,4.4,12.5,3.6,21.79,11.32,3.11,NA,7
"TMS13F1315P0008",1,3,1,3,2,2,3,NA,50,105,165,NA,180,185,19,13,2,NA,8,17.1,4.7,16.5,4.1,15.2,3.9,25.07,18.05,8.31,5,7
"TMS13F1315P0008",1,4,2,2,2,2,NA,NA,60,140,NA,NA,150,160,18,1,NA,NA,7,14.4,4,13.6,3.9,13.1,3.5,16.4,7.73,4.36,NA,7
"TMS13F1315P0008",1,5,1,1,2,NA,NA,NA,90,NA,NA,NA,135,140,10,NA,NA,NA,9,13.7,4.2,12.2,3.9,14.5,4.3,16.54,8.96,NA,NA,9
"TMEB419",1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,145,NA,NA,NA,NA,7,17.5,4.9,15.8,4.2,14.5,4.2,14.78,NA,NA,NA,8
"TMEB419",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,170,NA,NA,NA,NA,7,20,5.5,16.1,5.4,16.9,4.5,18.73,NA,NA,NA,13
"TMEB419",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,155,NA,NA,NA,NA,7,17.3,5,15.3,4.3,14.6,4,17.76,NA,NA,NA,12
"TMEB419",1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,180,NA,NA,NA,NA,7,21,5.6,19,5.4,16.5,4.5,19.58,NA,NA,NA,13
"TMEB419",1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,180,NA,NA,NA,NA,7,20.5,5.7,19.6,5.2,16.5,4.5,20.45,NA,NA,NA,15
"TMS14F1291P0012",1,1,2,1,2,NA,NA,NA,107,NA,NA,NA,120,130,3,NA,NA,NA,9,15.3,3.8,14.4,3.2,12.5,2.1,15.52,5.63,NA,NA,8
"TMS14F1291P0012",1,2,3,2,2,3,NA,NA,30,107,NA,NA,160,145,12,13,NA,NA,9,19,5.5,17.5,13.9,9.5,2.1,19.23,15.36,5.73,NA,NA
"TMS14F1291P0012",1,3,1,1,3,NA,NA,NA,100,NA,NA,NA,135,130,11,NA,NA,NA,9,17.9,4.5,14.2,2.9,12.2,2.1,19.54,7.97,NA,NA,4
"TMS14F1291P0012",1,4,2,2,2,3,NA,NA,35,105,NA,NA,135,135,21,10,NA,NA,9,18.2,4.5,14,3.3,11,2.5,21.46,12.58,6.81,NA,3
"TMS14F1291P0012",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1196P0003",1,1,2,1,3,NA,NA,NA,105,NA,NA,NA,120,120,3,NA,NA,NA,7,19.3,5.4,17,4.9,13.2,3.9,17.94,6.36,NA,NA,6
"TMS14F1196P0003",1,2,2,1,3,NA,NA,NA,100,NA,NA,NA,150,140,13,NA,NA,NA,7,17.7,5.2,13.8,4.5,10.9,3.5,17.87,7.42,NA,NA,1
"TMS14F1196P0003",1,3,4,1,2,NA,NA,NA,105,NA,NA,NA,130,130,6,NA,NA,NA,7,15,4.5,10.3,3.2,9.9,2.9,15.11,4.99,NA,NA,4
"TMS14F1196P0003",1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,100,NA,NA,NA,NA,9,16,5,14,4,13.1,3.1,14.11,NA,NA,NA,1
"TMS14F1196P0003",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1014P0016",1,1,1,2,2,3,NA,NA,70,137,NA,NA,190,190,20,11,NA,NA,7,20,5.5,16,4.5,13.5,4,21.25,13.48,6.7,NA,NA
"TMS14F1014P0016",1,2,2,2,2,3,NA,NA,80,128,NA,NA,145,140,15,1,NA,NA,7,15.6,4.6,11.11,3.3,11.3,3.4,14.72,7.03,3.16,NA,6
"TMS14F1014P0016",1,3,1,2,2,2,NA,NA,73,138,NA,NA,155,160,18,3,NA,NA,7,15.5,4.6,13.5,3.2,11.7,3.3,17.78,8.26,3.34,NA,5
"TMS14F1014P0016",1,4,2,2,2,2,NA,NA,60,115,NA,NA,130,130,16,1,NA,NA,7,5.3,4.6,11.5,3.2,10.93,3,13.7,5.87,3.18,NA,7
"TMS14F1014P0016",1,5,2,2,2,2,NA,NA,75,120,NA,NA,135,135,13,2,NA,NA,7,14,3.9,10.3,3.1,9,2.7,13.83,6.41,2.84,NA,6
"TMS14F1098P0013",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1098P0013",1,2,2,4,3,NA,NA,NA,90,NA,NA,NA,145,140,17,NA,NA,NA,8,22.1,2.7,19,3.5,10.3,3.2,17.02,5.26,NA,NA,2
"TMS14F1098P0013",1,3,2,1,3,NA,NA,NA,95,NA,NA,NA,140,150,13,NA,NA,NA,7,22.7,2.2,21.6,2.5,12.6,2.2,15.89,5.73,NA,NA,3
"TMS14F1098P0013",1,4,3,1,2,NA,NA,NA,87,NA,NA,NA,150,170,18,NA,NA,NA,8,24,3,19.9,3.2,14,2.8,16.48,6.53,NA,NA,7
"TMS14F1098P0013",1,5,1,2,3,3,NA,NA,78,145,NA,NA,165,165,21,3,NA,NA,9,21.1,3,24.5,3.5,15.5,3.4,22.3,10.41,4.52,NA,NA
"TMS14F1299P0007",1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,130,120,NA,NA,NA,NA,7,16.8,5.5,15,4.6,13,3.7,16.29,NA,NA,NA,8
"TMS14F1299P0007",1,2,2,1,3,NA,NA,NA,110,NA,NA,NA,125,130,3,NA,NA,NA,7,17.8,5,16,5.6,14,4,15.8,5.17,NA,NA,7
"TMS14F1299P0007",1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,125,NA,NA,NA,NA,7,12.6,5.3,15.5,4.6,14.2,3.9,15.18,NA,NA,NA,1
"TMS14F1299P0007",1,4,1,1,2,NA,NA,NA,80,NA,NA,NA,125,130,17,NA,NA,NA,7,20,6.7,14,4.2,13,4.1,20.16,9.53,NA,NA,3
"TMS14F1299P0007",1,5,3,1,3,NA,NA,NA,120,NA,NA,NA,155,145,8,NA,NA,NA,7,20,6.4,14.3,4.4,12.3,4,17.21,6.6,NA,NA,5
"TMS14F1306P0008",1,1,2,1,2,NA,NA,NA,115,NA,NA,NA,175,170,13,NA,NA,NA,9,19.9,5.9,15.5,4.6,16.5,4.9,19.76,6.7,NA,NA,10
"TMS14F1306P0008",1,2,1,1,2,NA,NA,NA,90,NA,NA,NA,170,165,20,NA,NA,NA,8,15,4.5,15,4.2,17,5.5,18.64,NA,NA,NA,10
"TMS14F1306P0008",1,3,2,1,3,NA,NA,NA,98,NA,NA,NA,160,160,14,NA,NA,NA,9,21.5,6.4,16.4,4.5,14.1,4.2,21.31,9.2,NA,NA,11
"TMS14F1306P0008",1,4,3,2,2,3,NA,NA,100,135,NA,NA,150,150,16,3,NA,NA,9,15.9,4.9,12.9,4.6,14.5,4.5,15.86,11.48,6.75,NA,NA
"TMS14F1306P0008",1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,5,14.5,4,13.4,4.5,15.5,4.6,11.33,NA,NA,NA,NA
"TMS13F1049P0001",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"TMS13F1049P0001",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"TMS13F1049P0001",1,3,1,1,2,NA,NA,NA,90,NA,NA,NA,125,125,NA,NA,NA,NA,7,15.5,4.5,14.2,4.5,13.4,4,14.3,9.12,NA,NA,2
"TMS13F1049P0001",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1049P0001",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1126P0003",1,1,2,1,3,NA,NA,NA,100,NA,NA,NA,155,155,12,NA,NA,NA,7,21.2,6,19.2,5.9,13.9,4,22.72,8.06,NA,NA,5
"TMS13F1126P0003",1,2,2,NA,3,NA,NA,NA,100,NA,NA,NA,160,160,13,NA,NA,NA,7,20,5.5,14,4.4,14.7,4.2,18.74,8.82,NA,NA,4
"TMS13F1126P0003",1,3,2,1,3,NA,NA,NA,95,NA,NA,NA,140,145,11,NA,NA,NA,7,18.9,5.5,13.5,3.9,12.1,3.2,18.02,7.08,NA,NA,2
"TMS13F1126P0003",1,4,2,1,3,NA,NA,NA,98,NA,NA,NA,150,145,12,NA,NA,NA,7,19.5,5.2,16.5,4.9,11.4,3.3,13.8,6.88,NA,NA,2
"TMS13F1126P0003",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1159P0003",1,1,2,2,2,2,NA,NA,70,105,NA,NA,130,125,17,3,NA,NA,7,17.5,5.7,13.7,3.9,14.5,4.7,17.09,9.27,NA,NA,8
"TMS14F1159P0003",1,2,2,1,2,NA,NA,NA,80,NA,NA,NA,120,120,14,NA,NA,NA,7,12.9,4,13,4.1,15,4.5,18.1,8.37,NA,NA,1
"TMS14F1159P0003",1,3,2,2,2,2,NA,NA,70,110,NA,NA,130,120,16,2,NA,NA,7,15.5,5.4,15,4.7,13.3,4.5,16.05,7.87,NA,NA,7
"TMS14F1159P0003",1,4,2,2,2,2,NA,NA,50,110,NA,NA,130,125,16,4,NA,NA,7,16.5,5.5,14,4,135,4.3,19.26,7.98,NA,NA,7
"TMS14F1159P0003",1,5,3,1,2,NA,NA,NA,70,NA,NA,NA,100,100,7,NA,NA,NA,7,15,4.7,12,4,11.5,4,15.35,6.18,NA,NA,8
"TMS14F1019P0015",1,1,1,2,2,2,NA,NA,60,100,NA,NA,120,120,13,2,NA,NA,7,15.5,4.9,13.6,4.8,11.2,4.1,16.12,7.68,5.1,NA,6
"TMS14F1019P0015",1,2,3,2,2,2,NA,NA,65,113,NA,NA,130,130,13,3,NA,NA,7,13.4,4.7,11.7,4,10.7,3.6,13.2,8.9,4.79,NA,4
"TMS14F1019P0015",1,3,4,1,2,NA,NA,NA,105,NA,NA,NA,150,150,11,NA,NA,NA,7,15.5,5.9,12.5,4.7,10.8,3.5,16.05,5.95,NA,NA,2
"TMS14F1019P0015",1,4,1,2,3,3,NA,NA,70,125,NA,NA,150,140,19,4,NA,NA,7,16,5.2,15.3,5.2,12.3,4.2,20.19,10.01,1.07,NA,3
"TMS14F1019P0015",1,5,1,2,2,2,NA,NA,68,120,NA,NA,145,140,14,2,NA,NA,7,13.5,4.4,14.1,4.8,15.2,5,15.71,8.97,5.56,NA,4
"TMS14F1295P0012",1,1,1,2,2,3,NA,NA,60,115,NA,NA,135,135,18,4,NA,NA,7,14.2,3.9,15.2,4.2,13.1,3.5,19.04,10.76,5.5,NA,5
"TMS14F1295P0012",1,2,2,1,3,NA,NA,NA,80,NA,NA,NA,110,115,9,NA,NA,NA,9,14.9,4.2,13.1,3.7,11.2,3,14.21,6.43,NA,NA,5
"TMS14F1295P0012",1,3,1,2,2,2,NA,NA,80,134,NA,NA,155,150,18,NA,NA,NA,9,14.6,4.4,14.6,3.9,13.7,3.2,18.94,7.93,NA,NA,8
"TMS14F1295P0012",1,4,1,2,2,3,NA,NA,40,100,NA,NA,130,130,15,8,NA,NA,7,16,4.5,17,4.9,13.5,3.5,19.3,4.75,NA,NA,NA
"TMS14F1295P0012",1,5,1,1,3,NA,NA,NA,105,NA,NA,NA,150,145,10,NA,NA,NA,8,16.2,4.5,15.2,4.2,11.5,3,17.67,5.95,NA,NA,2
"TMS14F1300P0002",1,1,3,1,2,NA,NA,NA,125,NA,NA,NA,150,150,5,NA,NA,NA,7,15,5,15.1,5.3,13.7,4.5,17.25,7.9,NA,NA,9
"TMS14F1300P0002",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"TMS14F1300P0002",1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,140,NA,NA,NA,NA,7,15.6,5.1,13,4.4,13.1,4.3,13.26,NA,NA,NA,12
"TMS14F1300P0002",1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,115,NA,NA,NA,NA,7,12.6,4.5,13.5,4.6,14,4.6,12.63,NA,NA,NA,6
"TMS14F1300P0002",1,5,3,1,3,NA,NA,NA,128,NA,NA,NA,145,145,3,NA,NA,NA,7,15.5,5.6,15.6,5.5,14.2,4.9,16.41,6.45,NA,NA,9
"TMS14F1287P0008",1,1,1,1,2,NA,NA,NA,135,NA,NA,NA,190,180,21,NA,NA,NA,9,20.9,5.7,15.1,4.2,15.3,4.5,21.6,10.87,NA,NA,NA
"TMS14F1287P0008",1,2,2,1,2,NA,NA,NA,132,NA,NA,NA,155,155,8,NA,NA,NA,9,19,5.5,16.9,4.9,12.5,3.7,16.49,7.03,NA,NA,9
"TMS14F1287P0008",1,3,2,1,2,NA,NA,NA,148,NA,NA,NA,168,165,6,NA,NA,NA,9,19.6,5.5,15.4,5,14.3,4.3,18.43,7.03,NA,NA,7
"TMS14F1287P0008",1,4,2,1,2,NA,NA,NA,134,NA,NA,NA,160,163,8,NA,NA,NA,9,16.5,4.9,14.3,4.2,13.3,3.7,16.08,7.29,NA,NA,7
"TMS14F1287P0008",1,5,2,2,2,2,NA,NA,140,198,NA,NA,215,205,21,1,NA,NA,9,21.9,5.9,16.5,5,15,4.5,20.77,10.36,5.19,NA,8
"TMS14F1146P0002",2,1,3,1,2,NA,NA,NA,92,NA,NA,NA,105,120,2,NA,NA,NA,7,13,3.7,12,3,11.8,3,12.98,3.87,NA,NA,9
"TMS14F1146P0002",2,2,2,1,3,NA,NA,NA,25,NA,NA,NA,100,110,19,NA,NA,NA,7,13,3.5,11.5,3,10,2.6,18.32,14.68,NA,NA,3
"TMS14F1146P0002",2,3,3,1,3,NA,NA,NA,100,NA,NA,NA,130,150,10,NA,NA,NA,9,14,4.5,12,3,10,3,16.92,8.52,NA,NA,NA
"TMS14F1146P0002",2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,110,NA,NA,NA,NA,7,12.5,3.3,14,3.5,13,3.5,14.82,NA,NA,NA,3
"TMS14F1146P0002",2,5,2,1,NA,NA,NA,NA,105,NA,NA,NA,125,143,7,NA,NA,NA,9,14,4,15,4.4,14,3.9,16.31,6.54,NA,NA,3
"TMS13F1315P0008",2,1,1,1,2,NA,NA,NA,65,NA,NA,NA,95,105,13,NA,NA,NA,9,16,4.5,15,4.6,11,4,17.58,10.38,NA,NA,5
"TMS13F1315P0008",2,2,1,2,2,3,NA,NA,55,110,NA,NA,120,130,19,2,NA,NA,9,13,4,12.5,4,13.5,4,20.27,13.32,4.66,NA,6
"TMS13F1315P0008",2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,80,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,13.18,NA,NA,NA,5
"TMS13F1315P0008",2,4,1,2,3,3,NA,NA,55,120,145,NA,145,160,24,6,NA,NA,7,19,5.5,18,4.8,15.6,4.2,24.53,16.04,7.16,NA,3
"TMS13F1315P0008",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1014P0016",2,1,1,2,2,3,NA,NA,60,110,NA,NA,120,130,16,3,NA,NA,6,12,3.4,10,3,10.5,3.5,17.82,11.84,3.52,NA,4
"TMS14F1014P0016",2,2,1,2,2,3,NA,NA,55,110,NA,NA,130,135,14,5,NA,NA,6,11.5,4,11.5,3.6,11.5,3.5,16.53,11.91,5.71,NA,1
"TMS14F1014P0016",2,3,2,2,2,3,NA,NA,65,105,NA,NA,110,130,15,2,NA,NA,6,11,3.5,9,2.9,11.3,3.5,15.83,11.16,4.33,NA,4
"TMS14F1014P0016",2,4,5,2,2,3,NA,NA,65,116,NA,NA,130,135,14,4,NA,NA,6,15,4.5,13.5,3.5,9.5,3.5,16.53,9.62,2.43,NA,3
"TMS14F1014P0016",2,5,2,2,2,3,NA,NA,60,95,NA,NA,100,105,10,1,NA,NA,6,13,3.8,12,3.5,11.5,3,14.63,6.09,2.75,NA,4
"TMS14F1125P0010",2,1,3,2,2,3,NA,NA,65,125,NA,NA,145,160,14,4,NA,NA,7,14.5,4,14,3.8,15.5,4.3,18.51,14.03,4.47,NA,3
"TMS14F1125P0010",2,2,2,2,2,3,NA,NA,60,115,NA,NA,130,150,18,4,NA,NA,7,14.8,3.7,12.9,3.4,14.3,3.9,19.58,14.3,5.7,NA,3
"TMS14F1125P0010",2,3,2,2,3,2,NA,NA,65,125,NA,NA,135,150,15,3,NA,NA,7,13,3.5,15,4.4,16,5,17.54,11.6,4.57,NA,6
"TMS14F1125P0010",2,4,2,2,2,3,NA,NA,65,120,NA,NA,140,160,14,5,NA,NA,7,16,4,14.5,4,13,3.5,16.15,11.49,5.4,NA,3
"TMS14F1125P0010",2,5,4,2,3,3,NA,NA,60,120,NA,NA,145,160,16,8,NA,NA,7,18,5,14.5,4,11.5,2.5,19.96,15.84,6.03,NA,NA
"TMS14F1291P0012",2,1,3,2,2,2,NA,NA,70,145,NA,NA,170,180,22,9,NA,NA,9,19.5,4.5,15.5,3.5,14,3,23.89,16.57,10.62,NA,3
"TMS14F1291P0012",2,2,2,1,3,NA,NA,NA,120,NA,NA,NA,150,175,13,NA,NA,NA,9,13,3,15,4,17,4,18.22,9.09,NA,NA,4
"TMS14F1291P0012",2,3,2,2,3,3,NA,NA,90,NA,145,NA,155,170,21,2,NA,NA,7,13,3.5,15,4,13,3,21.15,14.18,4.95,NA,7
"TMS14F1291P0012",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1291P0012",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1287P0008",2,1,3,1,2,NA,NA,NA,150,NA,NA,NA,190,203,15,NA,NA,NA,7,20,6,19,5.2,17,5,18.74,15.83,NA,NA,10
"TMS14F1287P0008",2,2,3,1,2,NA,NA,NA,140,NA,NA,NA,165,175,10,NA,NA,NA,7,14,3.5,13,3,14,4,15.95,12.41,NA,NA,10
"TMS14F1287P0008",2,3,3,1,2,NA,NA,NA,155,NA,NA,NA,195,190,16,NA,NA,NA,7,16,5.3,15,4.3,13,3.5,21.53,11.54,NA,NA,5
"TMS14F1287P0008",2,4,2,1,2,NA,NA,NA,145,NA,NA,NA,175,197,11,NA,NA,NA,7,18.5,5,14,4.5,17,5.6,17.21,11.68,NA,NA,6
