"accession_name","rep_number","plant_number","stem_nu","branching_point","branchpoint1_Fs","branchpoint2_Fs","branchpoint3_Fs","branchpoint4_Fs","branchpoint1_H","section1_H","section2_H","section3_H","plant_H","plant_H21","section1_Nod","section2_Nod","section3_Nod","section4_Nod","LlobesNo","Lob1L","Lob1W","Lob2L","Lob2W","Lob3L","Lob3W","stem_D","section1_D","section2_D","section3_D","New_nod"
"TMS13F2061P0005",2,4,1,2,3,3,NA,NA,45,110,NA,NA,180,185,19,15,NA,NA,9,18,6.5,17.8,5,13.9,4.2,24.66,20.17,9.38,NA,NA
"TMS13F2061P0005",2,5,2,2,3,3,NA,NA,55,120,NA,NA,155,165,19,9,NA,NA,9,16.5,5.2,13.9,4.4,12.5,3.6,23.9,13.58,6.92,NA,5
"TMS13F1182P0002",2,1,1,2,3,2,NA,NA,118,195,NA,NA,220,230,25,6,NA,NA,7,17.8,5.2,19,5.2,18.3,5,24.3,13.7,7.64,NA,11
"TMS13F1182P0002",2,2,2,2,2,3,NA,NA,130,190,NA,NA,205,220,23,1,NA,NA,7,21.5,5.9,16.5,4.8,18,5.5,18.7,11.59,4.39,NA,3
"TMS13F1182P0002",2,3,4,2,2,2,NA,NA,100,170,NA,NA,185,185,19,1,NA,NA,7,18.5,5,15.6,4.3,15.6,4.2,17.11,10.46,4.4,NA,7
"TMS13F1182P0002",2,4,2,2,2,2,NA,NA,85,170,NA,NA,185,200,23,5,NA,NA,7,18,5,17.1,4.9,17,4.7,19.45,12.32,6.52,NA,8
"TMS13F1182P0002",2,5,4,1,2,NA,NA,NA,173,NA,NA,NA,190,195,2,NA,NA,NA,7,17,5,15.9,4.5,15.1,4.7,14.61,5.47,NA,NA,8
"TMS14F1223P0007",2,1,2,2,2,2,NA,NA,45,105,NA,NA,165,165,15,11,NA,NA,7,14.3,5.4,12.4,4.8,14.5,4.9,19.45,11.68,6.43,NA,9
"TMS14F1223P0007",2,2,2,2,2,3,NA,NA,70,140,NA,NA,175,175,15,5,NA,NA,7,14.5,5.4,15.1,5.7,13.5,5,18.65,9.87,5.35,NA,4
"TMS14F1223P0007",2,3,3,2,2,3,NA,NA,60,130,NA,NA,160,170,12,6,NA,NA,7,16.7,5.4,15.1,5.6,14.9,5.4,15.28,9.17,5.35,NA,4
"TMS14F1223P0007",2,4,1,2,3,3,NA,NA,60,127,NA,NA,180,180,17,6,NA,NA,7,17.3,5.8,15.1,5.5,12,4.4,16.6,7.27,6.1,NA,4
"TMS14F1223P0007",2,5,3,1,2,NA,NA,NA,125,NA,NA,NA,160,170,6,NA,NA,NA,7,17.5,5.6,14.5,5,13.4,4.9,19.45,12.33,6.52,NA,5
"TMS14F1311P0002",2,1,3,1,2,NA,NA,NA,125,NA,NA,NA,190,190,13,NA,NA,NA,9,13.2,4.5,15.2,5.3,14.9,5,17.56,10.49,NA,NA,12
"TMS14F1311P0002",2,2,3,2,3,3,NA,NA,75,150,NA,NA,170,170,22,1,NA,NA,9,12.1,5.1,12.8,4.1,12.5,4,19.31,11.04,NA,NA,8
"TMS14F1311P0002",2,3,3,1,3,NA,NA,NA,80,NA,NA,NA,165,165,26,NA,NA,NA,9,12.5,4.5,14.2,4.4,13.5,4.5,17.45,10.2,NA,NA,12
"TMS14F1311P0002",2,4,2,2,3,2,NA,NA,85,155,NA,NA,190,177,23,6,NA,NA,9,13.5,4.9,12.5,4.4,12.4,4.5,21.74,13.22,7.73,NA,10
"TMS14F1311P0002",2,5,1,1,2,NA,NA,NA,124,NA,NA,NA,160,163,11,NA,NA,NA,9,13.7,4.6,10.9,4.9,13.7,4.9,15.27,9.02,NA,NA,12
"IITA-TMS-IBA000070",2,1,1,1,2,NA,NA,NA,105,NA,NA,NA,140,150,8,NA,NA,NA,7,17.3,4.3,16.3,4.5,14.1,4.5,18.45,7.27,NA,NA,11
"IITA-TMS-IBA000070",2,2,3,1,2,NA,NA,NA,110,NA,NA,NA,155,170,12,NA,NA,NA,7,17.4,4.3,11.3,3.1,15.6,4.2,15.51,8.67,NA,NA,6
"IITA-TMS-IBA000070",2,3,2,2,2,2,NA,NA,75,130,NA,NA,170,170,21,3,NA,NA,7,15,3.7,15.3,4.3,15.5,4,18.32,9.66,4.12,NA,9
"IITA-TMS-IBA000070",2,4,6,2,2,2,NA,NA,65,135,NA,NA,170,180,20,7,NA,NA,7,17.5,4.6,15.3,3.9,14.5,4.1,18.46,10.27,6.5,NA,7
"IITA-TMS-IBA000070",2,5,4,2,3,2,NA,NA,108,160,NA,NA,180,195,26,5,NA,NA,7,23,5.8,16,4.5,15.9,4.2,20.94,12.58,7.04,NA,11
"IITA-TMS-IBA982101",2,1,2,1,2,NA,NA,NA,100,NA,NA,NA,140,150,9,NA,NA,NA,9,17,5,12,3.9,13,4.5,18.11,9.42,NA,NA,9
"IITA-TMS-IBA982101",2,2,1,1,2,NA,NA,NA,95,NA,NA,NA,170,170,17,NA,NA,NA,9,19,5.5,15.2,4.6,17.4,5.7,22.17,12.8,NA,NA,4
"IITA-TMS-IBA982101",2,3,1,1,3,NA,NA,NA,98,NA,NA,NA,175,165,14,NA,NA,NA,9,18,6,14.3,5,17.6,5.9,22.27,12.22,NA,NA,10
"IITA-TMS-IBA982101",2,4,2,1,2,NA,NA,NA,92,NA,NA,NA,150,180,20,NA,NA,NA,9,17.5,5.4,15.7,5.6,16,5.2,22.84,12.76,NA,NA,9
"IITA-TMS-IBA982101",2,5,2,1,3,NA,NA,NA,95,NA,NA,NA,150,150,14,NA,NA,NA,9,15,5.4,14.4,5,16.2,5.3,18.87,9.14,NA,NA,8
"TMS14F1306P0020",2,1,2,1,2,NA,NA,NA,140,NA,NA,NA,175,190,6,NA,NA,NA,9,20.7,5.9,17.9,4.9,19.5,6,17.12,10.8,NA,NA,9
"TMS14F1306P0020",2,2,4,1,2,NA,NA,NA,160,NA,NA,NA,200,210,6,NA,NA,NA,9,20.5,4.4,21.7,5.8,19.5,6,16.34,10.34,NA,NA,10
"TMS14F1306P0020",2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,175,NA,NA,NA,NA,7,17.5,5.5,20,6,21,5.7,14.36,NA,NA,NA,9
"TMS14F1306P0020",2,4,3,1,2,NA,NA,NA,110,NA,NA,NA,195,215,17,NA,NA,NA,9,22.5,6,19.1,5.5,17.3,5.4,24.3,13.21,NA,NA,6
"TMS14F1306P0020",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,195,NA,NA,NA,NA,9,19,5.4,18,5.1,18.2,5,15.37,NA,NA,NA,9
"TMS13F1021P0008",2,1,2,1,2,NA,NA,NA,118,NA,NA,NA,175,185,8,NA,NA,NA,7,17.2,5,15.4,4.9,14.5,4.6,15.15,8.42,NA,NA,9
"TMS13F1021P0008",2,2,1,2,3,3,NA,NA,90,170,NA,NA,210,215,20,3,NA,NA,9,25,7.2,17.5,5.5,17.4,4.7,26.64,12.47,5.33,NA,7
"TMS13F1021P0008",2,3,1,2,2,3,NA,NA,95,175,NA,NA,215,215,21,2,NA,NA,9,21.4,6.5,16.3,5.1,18.1,5.2,22.85,12.7,6.41,NA,9
"TMS13F1021P0008",2,4,2,2,2,2,NA,NA,95,185,NA,NA,205,210,21,1,NA,NA,8,22,6.2,17.1,5.1,16.2,4.5,24.15,13.5,6.11,NA,9
"TMS13F1021P0008",2,5,5,2,3,3,NA,NA,80,160,NA,NA,185,195,17,2,NA,NA,7,16.3,4.9,16.3,5,13.1,3.7,19.38,NA,6.44,NA,5
"TMS14F1310P0004",2,1,3,1,2,NA,NA,NA,100,NA,NA,NA,170,170,21,NA,NA,NA,7,17.5,14.9,16.1,4.2,15.5,14.3,17.25,9.9,3.45,NA,6
"TMS14F1310P0004",2,2,2,1,2,NA,NA,NA,130,NA,NA,NA,175,180,13,NA,NA,NA,7,18.3,4.7,14.2,4,13,4.1,17.01,8.31,NA,NA,11
"TMS14F1310P0004",2,3,2,2,2,2,NA,NA,110,180,NA,NA,200,190,22,2,NA,NA,7,20.9,4.9,16.8,4.7,14.7,4.1,19.57,12.56,5.46,NA,9
"TMS14F1310P0004",2,4,3,1,2,NA,NA,NA,110,NA,NA,NA,170,180,21,NA,NA,NA,7,15,4.6,14.6,4.7,13.9,3.9,16.9,9.15,NA,NA,NA
"TMS14F1310P0004",2,5,2,1,2,NA,NA,NA,90,NA,NA,NA,150,165,21,NA,NA,NA,7,18.4,5,15.3,4.3,15.3,4.4,17.3,9.29,NA,NA,2
"TMEB419",2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,210,NA,NA,NA,NA,7,22.5,6.4,20,5.7,18.5,5.1,21.26,NA,NA,NA,3
"TMEB419",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,195,NA,NA,NA,NA,7,22,5.9,17.3,5.5,18.3,4.3,20.49,NA,NA,NA,13
"TMEB419",2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,160,NA,NA,NA,NA,7,16.2,4.1,17.2,4.5,17.5,4.6,15.25,NA,NA,NA,11
"TMEB419",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMEB419",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1195P0005",2,1,2,2,3,3,NA,NA,55,120,NA,NA,145,150,18,3,NA,NA,7,15.5,5.2,15.9,4.3,12.9,4,21.7,12.56,6.73,NA,7
"TMS14F1195P0005",2,2,2,2,3,3,NA,NA,45,100,NA,NA,150,150,16,6,NA,NA,9,15.5,5,15,4.3,12,3.4,20.4,13.07,5.56,NA,4
"TMS14F1195P0005",2,3,2,2,3,3,NA,NA,40,100,NA,NA,140,150,16,9,NA,NA,9,16,5,15.7,5.4,11,3.9,19.85,14.71,7.81,NA,6
"TMS14F1195P0005",2,4,2,2,2,3,NA,NA,50,110,NA,NA,145,150,19,5,NA,NA,9,15.5,4.5,15.7,4.8,13.3,3.9,18.57,13.51,6.3,NA,8
"TMS14F1195P0005",2,5,1,2,3,3,NA,NA,50,105,NA,NA,150,145,17,9,NA,NA,9,15.7,5,14.7,4.3,14.4,4.2,20.45,12.32,6.66,NA,3
"IITA-TMS-IBA980581",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"IITA-TMS-IBA980581",2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,145,NA,NA,NA,NA,9,18.2,6.4,18,5.5,15.5,4.9,19.46,NA,NA,NA,15
"IITA-TMS-IBA980581",2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,150,NA,NA,NA,NA,9,19,6.1,18.4,6.2,20.2,6.3,19.11,NA,NA,NA,14
"IITA-TMS-IBA980581",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IITA-TMS-IBA980581",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1035P0007",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,130,NA,NA,NA,NA,9,16.1,4.2,14.9,3.8,12.5,3,14.12,NA,NA,NA,12
"TMS14F1035P0007",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,140,NA,NA,NA,NA,9,14.6,4,14.8,3.7,14.6,3.7,15.48,NA,NA,NA,12
"TMS14F1035P0007",2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,145,NA,NA,NA,NA,9,14.2,3.9,14.7,4.3,15.5,4.2,13.44,NA,NA,NA,12
"TMS14F1035P0007",2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,150,NA,NA,NA,NA,9,16,4.1,17.5,4.5,18,5,14.11,NA,NA,NA,14
"TMS14F1035P0007",2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,145,NA,NA,NA,NA,9,17.9,4.5,16.1,4,13.9,3.5,14.71,NA,NA,NA,NA
"TMS14F1285P0017",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,110,NA,NA,NA,NA,8,17.5,5.7,14.7,4.7,12.4,3.9,18.21,NA,NA,NA,11
"TMS14F1285P0017",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,120,NA,NA,NA,NA,7,17.5,5.5,15.5,5.5,13.8,4.5,16.51,NA,NA,NA,11
"TMS14F1285P0017",2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,7,14.5,4.6,14.1,4.1,21,3.7,16.55,NA,NA,NA,7
"TMS14F1285P0017",2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,95,NA,NA,NA,NA,7,15,4.9,12.9,4.1,12.9,3.9,13.75,NA,NA,NA,8
"TMS14F1285P0017",2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,115,NA,NA,NA,NA,7,17,5,14.5,4.7,13.9,4.2,15.33,NA,NA,NA,13
"IITA-TMS-IBA30572",2,1,2,1,3,NA,NA,NA,95,NA,NA,NA,130,140,5,NA,NA,NA,8,14.5,3.5,15,3.7,10.9,2.9,16.7,7.29,NA,NA,8
"IITA-TMS-IBA30572",2,2,2,1,2,NA,NA,NA,85,NA,NA,NA,110,115,3,NA,NA,NA,7,15.5,4.5,12.6,3,13.5,3.2,12.28,6.06,NA,NA,11
"IITA-TMS-IBA30572",2,3,1,1,4,NA,NA,NA,90,NA,NA,NA,130,155,11,NA,NA,NA,7,12.9,3.9,12.6,3.5,14.1,3.5,20.21,8.33,NA,NA,6
"IITA-TMS-IBA30572",2,4,2,2,3,3,NA,NA,85,145,NA,NA,170,170,17,4,NA,NA,8,25.7,7,15,4,12,3.3,24.42,10.59,4.48,NA,8
"IITA-TMS-IBA30572",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F2207P0001",2,1,4,1,2,NA,NA,NA,126,NA,NA,NA,160,150,7,NA,NA,NA,7,15.5,4.5,17,4.3,12.5,3.7,13.63,5.88,NA,NA,9
"TMS13F2207P0001",2,2,4,1,2,NA,NA,NA,125,NA,NA,NA,160,165,8,NA,NA,NA,7,17.1,4.5,15.5,3.5,15.5,4.5,13.23,6.85,NA,NA,10
"TMS13F2207P0001",2,3,3,1,2,NA,NA,NA,105,NA,NA,NA,165,174,18,NA,NA,NA,7,18.5,4.5,14.6,4.1,14.9,3.8,16.95,9,NA,NA,4
"TMS13F2207P0001",2,4,3,2,2,3,NA,NA,120,165,NA,NA,195,195,20,2,NA,NA,7,21.6,4.9,17.1,4.6,17,3.5,22.74,11.74,4.98,NA,8
"TMS13F2207P0001",2,5,2,2,2,3,NA,NA,98,155,NA,NA,175,175,21,2,NA,NA,7,18.2,4.5,16.5,4,14.5,3.8,22.46,10.35,4.99,NA,8
"TMS14F1288P0008",1,1,2,1,2,NA,NA,NA,135,NA,NA,NA,195,205,13,NA,NA,NA,9,16.2,5.3,15.5,5.5,16,5.3,19.85,11.03,NA,NA,4
"TMS14F1288P0008",1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,175,NA,NA,NA,NA,8,15,5.6,16.3,5.6,13,4.7,14.92,NA,NA,NA,NA
"TMS14F1288P0008",1,3,2,1,3,NA,NA,NA,150,NA,NA,NA,185,190,8,NA,NA,NA,8,15,5.5,12,4.5,12.2,5.3,15.88,8.13,NA,NA,6
"TMS14F1288P0008",1,4,2,1,3,NA,NA,NA,130,NA,NA,NA,185,185,8,NA,NA,NA,9,15.3,6.5,15.1,4.6,13,4.3,16.17,10.17,NA,NA,8
"TMS14F1288P0008",1,5,1,1,3,NA,NA,NA,100,NA,NA,NA,175,180,20,NA,NA,NA,9,12.3,6.3,10,5.3,12,3.3,20.29,10.29,NA,NA,7
"TMS14F1125P0010",1,1,2,1,2,NA,NA,NA,85,NA,NA,NA,135,140,10,NA,NA,NA,7,15,4.5,14.5,3.7,12.5,3.5,15.44,7.52,NA,NA,5
"TMS14F1125P0010",1,2,2,2,3,3,NA,NA,90,140,NA,NA,160,160,12,4,NA,NA,7,14.3,5,10,3.5,12.3,3.7,19.18,9.43,5.04,NA,2
"TMS14F1125P0010",1,3,2,2,3,3,NA,NA,75,140,NA,NA,160,160,19,2,NA,NA,7,16,4.5,15,4.1,11.2,3.5,19.62,9.69,4.28,NA,3
"TMS14F1125P0010",1,4,1,2,3,3,NA,NA,65,125,NA,NA,150,155,15,6,NA,NA,7,17.5,4.3,15,4.3,11.5,3.4,22.22,11.25,5.24,NA,NA
"TMS14F1125P0010",1,5,2,2,3,3,NA,NA,70,130,NA,NA,165,165,16,5,NA,NA,7,18,5,15.7,4.3,13.3,4.2,20.46,10.87,4.61,NA,1
"TMS14F1278P0003",1,1,2,2,3,3,NA,NA,45,95,NA,NA,115,115,15,7,NA,NA,8,20,5.8,15.5,4.5,13,3.9,22.64,14,5.76,NA,NA
"TMS14F1278P0003",1,2,1,2,3,3,NA,NA,50,95,NA,NA,120,120,14,8,NA,NA,7,18.4,5.2,16.7,4.5,16,4.2,20.13,11.64,5.16,NA,1
"TMS14F1278P0003",1,3,1,2,3,3,NA,NA,50,95,NA,NA,125,125,19,8,NA,NA,7,18.2,5,13,3.9,12.3,3.5,24.07,12.57,4.94,NA,NA
"TMS14F1278P0003",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TMS14F1278P0003",1,5,1,2,3,3,NA,NA,45,85,NA,NA,100,110,14,6,NA,NA,7,19.4,5.5,14.7,3.9,10.5,2.9,18.83,8.42,4.09,NA,2
"TMS14F1195P0004",1,1,1,2,3,3,NA,NA,60,139,NA,NA,160,165,16,4,NA,NA,7,16,5.5,13.9,4.4,12,5.5,18.6,10.4,5.4,NA,5
"TMS14F1195P0004",1,2,1,2,3,3,NA,NA,45,115,NA,NA,180,175,22,17,NA,NA,7,24,7,14.7,4.7,12.4,3.7,24.65,15.26,17.18,NA,NA
"TMS14F1195P0004",1,3,2,1,3,NA,NA,NA,120,NA,NA,NA,150,175,8,NA,NA,NA,9,17.5,5.7,15.2,4.7,13.5,4.2,18.35,6.89,NA,NA,6
"TMS14F1195P0004",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1195P0004",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1304P0003",1,1,2,1,2,NA,NA,NA,114,NA,NA,NA,140,145,3,NA,NA,NA,9,14.3,4.7,15,5.1,11.7,4.2,14.33,6.87,NA,NA,9
"TMS13F1304P0003",1,2,1,2,2,2,NA,NA,120,185,NA,NA,205,205,19,1,NA,NA,9,19.4,5.5,14.9,4.9,14.9,4.5,23.21,12.06,4.64,NA,6
"TMS13F1304P0003",1,3,2,1,3,NA,NA,NA,130,NA,NA,NA,180,190,11,NA,NA,NA,9,17,5.9,16.4,5.5,13.5,4.5,18.3,NA,NA,NA,5
"TMS13F1304P0003",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1304P0003",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1022P0003",1,1,1,2,2,3,NA,NA,35,100,NA,NA,180,180,19,17,NA,NA,7,19,5.6,20,5.7,16,5.1,25.46,22.65,10.46,NA,7
"TMS14F1022P0003",1,2,1,2,2,3,NA,NA,30,110,NA,NA,185,185,22,16,NA,NA,7,20,6.7,17.5,5.4,15.7,4.9,25.78,20.26,10.78,NA,1
"TMS14F1022P0003",1,3,1,2,2,3,NA,NA,50,140,NA,NA,160,165,20,2,NA,NA,8,17.5,5.3,15.2,5.4,14.5,4.9,20.45,16.5,5.91,NA,8
"TMS14F1022P0003",1,4,2,1,2,NA,NA,NA,73,NA,NA,NA,140,150,14,NA,NA,NA,7,16,4.9,13.5,4.4,11,3.9,15.33,8.61,NA,NA,NA
"TMS14F1022P0003",1,5,2,2,2,3,NA,NA,40,105,NA,NA,160,150,20,5,NA,NA,7,18,5.7,16.6,4.5,14,4.4,19.28,15.1,7.3,NA,5
"TMS14F1146P0002",1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,9,14,4.4,14.5,4.5,14.5,4.7,16.56,NA,NA,NA,10
"TMS14F1146P0002",1,2,2,1,3,NA,NA,NA,75,NA,NA,NA,145,140,18,NA,NA,NA,9,17,5.5,13.5,4.5,12,3.9,21.64,17.37,NA,NA,6
"TMS14F1146P0002",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,115,NA,NA,NA,NA,9,13.5,4.2,12.5,3.5,13,4.4,14.78,NA,NA,NA,13
"TMS14F1146P0002",1,4,3,1,3,NA,NA,NA,85,NA,NA,NA,135,150,8,NA,NA,NA,9,17,5.6,13.5,4.7,14,5,21.71,12.97,NA,NA,5
"TMS14F1146P0002",1,5,3,1,2,NA,NA,NA,85,NA,NA,NA,140,135,18,NA,NA,NA,9,14.5,5.9,13,5,14.3,5,19.37,13.54,NA,NA,4
"IITA-TMS-IBA980581",1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,160,NA,NA,NA,NA,7,17.5,6,16.7,5.5,17,5.7,20.03,NA,NA,NA,13
"IITA-TMS-IBA980581",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,160,NA,NA,NA,NA,7,17,6,16,5,18,4.5,18.15,NA,NA,NA,10
"IITA-TMS-IBA980581",1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,175,NA,NA,NA,NA,9,18.3,6,17,6,18.3,5,21.74,NA,NA,NA,13
"IITA-TMS-IBA980581",1,4,2,1,3,NA,NA,NA,145,NA,NA,NA,185,173,13,NA,NA,NA,7,21,7,19,5.7,20,7,24.88,13.82,NA,NA,9
"IITA-TMS-IBA980581",1,5,2,1,3,NA,NA,NA,160,NA,NA,NA,180,185,5,NA,NA,NA,7,17.5,7,17,5.3,16,5,25.28,8.33,NA,NA,10
"TMS14F1291P0003",1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,150,NA,NA,NA,NA,7,17,4.5,17.5,5,16.5,5,17.3,NA,NA,NA,11
"TMS14F1291P0003",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,150,NA,NA,NA,NA,7,17,4.5,15.5,4.7,17,5,17.41,NA,NA,NA,10
"TMS14F1291P0003",1,3,2,1,2,NA,NA,NA,120,NA,NA,NA,145,145,5,NA,NA,NA,9,19,4.5,18,5,15,4,19.21,8.47,NA,NA,9
"TMS14F1291P0003",1,4,2,1,3,NA,NA,NA,115,NA,NA,NA,153,160,10,NA,NA,NA,9,18,5,14,4,17,5,20.83,8.33,NA,NA,10
"TMS14F1291P0003",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1301P0013",1,1,5,1,2,NA,NA,NA,152,NA,NA,NA,140,140,6,NA,NA,NA,7,14,3.5,14,4,15.5,4.3,15.17,9.33,NA,NA,3
"TMS14F1301P0013",1,2,2,1,2,NA,NA,NA,118,NA,NA,NA,150,150,6,NA,NA,NA,7,16.5,4.5,15.5,4,13.5,3.5,15.3,8.98,NA,NA,7
"TMS14F1301P0013",1,3,4,2,3,2,NA,NA,95,145,NA,NA,165,180,22,3,NA,NA,7,14,3.5,15.5,4.3,15,4,23,9.48,NA,NA,7
"TMS14F1301P0013",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,120,NA,NA,NA,NA,7,12.5,3.2,13.5,3.3,10,2.6,10.14,NA,NA,NA,5
"TMS14F1301P0013",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1400P0001",1,1,1,1,3,NA,NA,NA,85,NA,NA,NA,150,150,9,NA,NA,NA,6,15,4,12,3.6,14,4,15.69,7.22,NA,NA,4
"TMS13F1400P0001",1,2,1,1,2,NA,NA,NA,80,NA,NA,NA,130,140,8,NA,NA,NA,6,13.5,3.5,12,3.5,12.5,3.3,14.93,7.01,NA,NA,9
"TMS13F1400P0001",1,3,3,2,2,2,NA,NA,85,155,NA,NA,180,180,20,4,NA,NA,6,21.5,5.5,18,5,14,3,15.57,7.22,NA,NA,6
"TMS13F1400P0001",1,4,1,2,3,3,NA,NA,80,155,NA,NA,190,175,20,6,NA,NA,6,16.5,4.2,16.5,4.5,15.5,4,23.17,13.85,5.98,NA,5
"TMS13F1400P0001",1,5,1,1,2,NA,NA,NA,90,NA,NA,NA,165,160,7,NA,NA,NA,6,14,3.3,12,3,12.5,3,13.12,6.98,NA,NA,4
"TMS13F1376P0018",1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,140,NA,NA,NA,NA,7,15,5,13.5,4.5,14,4,15.69,NA,NA,NA,9
"TMS13F1376P0018",1,2,2,1,2,NA,NA,NA,132,NA,NA,NA,155,150,8,NA,NA,NA,7,16.5,4.5,15,5,16,5,17.06,7.68,NA,NA,10
"TMS13F1376P0018",1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,NA,NA,NA,NA,7,16,4.5,14,4.3,11.5,4,16.07,NA,NA,NA,1
"TMS13F1376P0018",1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,115,NA,NA,NA,NA,7,13.5,4,14,4.5,13.3,4.2,10.59,NA,NA,NA,9
"TMS13F1376P0018",1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,115,NA,NA,NA,NA,7,14,4,13,4,14,4.2,13.07,NA,NA,NA,NA
"TMS14F1301P0004",1,1,2,1,3,NA,NA,NA,130,NA,NA,NA,175,165,14,NA,NA,NA,9,17,4,15,3.8,14,4,19.78,10.33,NA,NA,10
"TMS14F1301P0004",1,2,1,1,3,NA,NA,NA,123,NA,NA,NA,175,170,16,NA,NA,NA,9,16.5,4.3,13,4,14.5,4,24.47,9.11,NA,NA,9
"TMS14F1301P0004",1,3,2,1,3,NA,NA,NA,138,NA,NA,NA,162,160,7,NA,NA,NA,9,13.5,3,15,4,16.5,4,21.17,6.43,NA,NA,10
"TMS14F1301P0004",1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,154,NA,NA,NA,NA,9,15,4,14.5,4,13.5,3.5,17.19,NA,NA,NA,7
"TMS14F1301P0004",1,5,1,1,4,NA,NA,NA,120,NA,NA,NA,175,185,24,NA,NA,NA,9,15,4.5,14.5,3.5,14,3.8,26.29,13.44,NA,NA,2
"TMS14F1285P0006",1,1,1,1,2,NA,NA,NA,105,NA,NA,NA,120,125,8,NA,NA,NA,7,13.5,3,15,4,16,4.5,12.2,5.74,NA,NA,7
