"accession_name","rep_number","plant_number","stem_nu","NODLT","Total_nod","LAIm","LAIX","BR#S","L#SX","L#IR"
"TMS14F1287P0008",2,3,3,NA,NA,201.268,NA,3,NA,0.238095238095238
"TMS14F1287P0008",2,4,2,NA,NA,252.137,NA,2,NA,0.285714285714286
"TMS14F1287P0008",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1310P0015",2,1,2,NA,NA,164.1855,NA,2,NA,0.476190476190476
"TMS14F1310P0015",2,2,2,NA,NA,258,NA,2,NA,0.142857142857143
"TMS14F1310P0015",2,3,3,NA,NA,252.3255,NA,3,NA,0.476190476190476
"TMS14F1310P0015",2,4,2,NA,NA,209.445,NA,2,NA,0.238095238095238
"TMS14F1310P0015",2,5,2,NA,NA,172.967,NA,2,NA,0.476190476190476
"TMS14F1301P0004",2,1,2,NA,NA,153.493,NA,2,NA,0.571428571428571
"TMS14F1301P0004",2,2,1,NA,NA,148.67,NA,1,NA,0.571428571428571
"TMS14F1301P0004",2,3,2,NA,NA,149.125,NA,2,NA,0.523809523809524
"TMS14F1301P0004",2,4,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1301P0004",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1292P0012",2,1,3,3.88888888888889,193.285714285714,132.7086,2.56506765428571,3,64.4285714285714,0.476190476190476
"TMS14F1292P0012",2,2,3,3.33333333333333,264,140.7075,3.714678,3,88,0.476190476190476
"TMS14F1292P0012",2,3,1,NA,NA,65.405,NA,1,NA,0.0952380952380952
"TMS14F1292P0012",2,4,1,3,70.6666666666667,115.91,0.819097333333333,1,70.6666666666667,0.380952380952381
"TMS14F1292P0012",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1295P0012",2,1,1,3.42105263157895,90.8461538461538,212.643,1.93177986923077,1,90.8461538461538,0.428571428571429
"TMS14F1295P0012",2,2,1,3.5,102.571428571429,125.01,1.28224542857143,1,102.571428571429,0.19047619047619
"TMS14F1295P0012",2,3,1,3.82352941176471,77.9230769230769,200.995,1.56621488461538,1,77.9230769230769,0.333333333333333
"TMS14F1295P0012",2,4,1,NA,NA,211.46,NA,1,NA,0.0476190476190476
"TMS14F1295P0012",2,5,1,3.33333333333333,57.5,203.1335,1.168017625,1,57.5,0.142857142857143
"TMS14F1098P0013",2,1,2,NA,NA,122.5075,NA,2,NA,0.476190476190476
"TMS14F1098P0013",2,2,4,NA,NA,142.0725,NA,4,NA,NA
"TMS14F1098P0013",2,3,5,NA,NA,156.1775,NA,5,NA,NA
"TMS14F1098P0013",2,4,5,NA,NA,152.31,NA,5,NA,NA
"TMS14F1098P0013",2,5,3,1.875,322,151.7185,4.8853357,3,107.333333333333,0.380952380952381
"TMS14F1299P0007",2,1,2,2.14285714285714,148,168.3715,2.4918982,2,74,0.428571428571429
"TMS14F1299P0007",2,2,1,2.38095238095238,79.5,284.9152,2.26507584,1,79.5,0.476190476190476
"TMS14F1299P0007",2,3,3,2.05882352941176,243.857142857143,237.3586,5.78815900285715,3,81.2857142857143,0.380952380952381
"TMS14F1299P0007",2,4,3,NA,NA,215.5459,NA,3,NA,0.142857142857143
"TMS14F1299P0007",2,5,1,NA,NA,199.5481,NA,1,NA,0.523809523809524
"TMS14F1291P0003",2,1,1,NA,NA,210.186,NA,1,NA,0.285714285714286
"TMS14F1291P0003",2,2,1,NA,NA,179.61,NA,1,NA,0.238095238095238
"TMS14F1291P0003",2,3,2,NA,NA,275.5656,NA,2,NA,0.380952380952381
"TMS14F1291P0003",2,4,2,NA,NA,310.013,NA,2,NA,NA
"TMS14F1291P0003",2,5,3,NA,NA,238.8055,NA,3,NA,0.380952380952381
"TMS14F1196P0003",2,1,1,NA,NA,171.2835,NA,1,NA,0.380952380952381
"TMS14F1196P0003",2,2,1,3.15789473684211,90.3333333333333,212.6066,1.92054628666667,1,90.3333333333333,0.285714285714286
"TMS14F1196P0003",2,3,1,NA,NA,201.1224,NA,1,NA,0.333333333333333
"TMS14F1196P0003",2,4,2,NA,NA,231.0796,NA,2,NA,0.142857142857143
"TMS14F1196P0003",2,5,2,NA,NA,202.815,NA,2,NA,0.380952380952381
"TMS14F1014P0017",2,1,1,2.88461538461538,125.333333333333,191.0123,2.39402082666667,1,125.333333333333,0.238095238095238
"TMS14F1014P0017",2,2,1,NA,NA,233.9968,NA,1,NA,0.142857142857143
"TMS14F1014P0017",2,3,2,NA,NA,135.3749,NA,2,NA,0.19047619047619
"TMS14F1014P0017",2,4,2,3.86363636363636,167.294117647059,154.0572,2.57728633411765,2,83.6470588235294,0.333333333333333
"TMS14F1014P0017",2,5,2,3.6,25,196.8584,0.492146,2,12.5,0.285714285714286
"TMS14F1013P0007",2,1,2,NA,NA,163.867,NA,2,NA,NA
"TMS14F1013P0007",2,2,2,NA,NA,132.381,NA,2,NA,NA
"TMS14F1013P0007",2,3,2,NA,NA,163.3392,NA,2,NA,0.0476190476190476
"TMS14F1013P0007",2,4,1,3.125,66.4,192.5775,1.2787146,1,66.4,0.142857142857143
"TMS14F1013P0007",2,5,2,NA,NA,142.5639,NA,2,NA,0.142857142857143
"TMS14F1285P0006",2,1,2,NA,NA,177.5625,NA,2,NA,0.0476190476190476
"TMS14F1285P0006",2,2,1,NA,NA,166.597,NA,1,NA,0.0476190476190476
"TMS14F1285P0006",2,3,1,NA,NA,205.09,NA,1,NA,0.238095238095238
"TMS14F1285P0006",2,4,1,2.04545454545455,86.6666666666667,201.6138,1.7473196,1,86.6666666666667,0.380952380952381
"TMS14F1285P0006",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1376P0018",2,1,2,NA,NA,324.4456,NA,2,NA,0.380952380952381
"TMS13F1376P0018",2,2,1,NA,NA,323.0442,NA,1,NA,0.238095238095238
"TMS13F1376P0018",2,3,2,NA,NA,233.8187,NA,2,NA,0.333333333333333
"TMS13F1376P0018",2,4,1,NA,NA,383.9596,NA,1,NA,0.333333333333333
"TMS13F1376P0018",2,5,3,NA,NA,297.6188,NA,3,NA,0.285714285714286
"TMS14F1301P0013",2,1,1,NA,NA,150.724,NA,1,NA,0.380952380952381
"TMS14F1301P0013",2,2,2,NA,NA,174.6024,NA,2,NA,0.285714285714286
"TMS14F1301P0013",2,3,1,NA,NA,177.2232,NA,1,NA,0.380952380952381
"TMS14F1301P0013",2,4,1,NA,NA,179.9961,NA,1,NA,0.19047619047619
"TMS14F1301P0013",2,5,2,NA,NA,183.9273,NA,2,NA,0.523809523809524
"TMS14F1195P0004",2,1,3,3.5,181.285714285714,169.3452,3.06998655428571,3,60.4285714285714,0.428571428571429
"TMS14F1195P0004",2,2,2,NA,NA,156.5961,NA,2,NA,0.285714285714286
"TMS14F1195P0004",2,3,1,3.80952380952381,83.8125,182.0488,1.525796505,1,83.8125,0.380952380952381
"TMS14F1195P0004",2,4,1,3.68421052631579,55.5714285714286,142.9916,0.794624748571429,1,55.5714285714286,0.285714285714286
"TMS14F1195P0004",2,5,1,3.68421052631579,56.5,143.0462,0.80821103,1,56.5,0.333333333333333
"TMS13F1400P0001",2,1,3,2.72727272727273,335,162.6385,5.44838975,3,111.666666666667,0.19047619047619
"TMS13F1400P0001",2,2,4,3.75,254.666666666667,168.105,4.281074,4,63.6666666666667,0.238095238095238
"TMS13F1400P0001",2,3,2,4.47368421052632,191.058823529412,209.64,4.00535717647059,2,95.5294117647059,0.0476190476190476
"TMS13F1400P0001",2,4,1,NA,NA,134.2465,NA,1,NA,0.142857142857143
"TMS13F1400P0001",2,5,1,3.46153846153846,69.2222222222222,121.266,0.8394302,1,69.2222222222222,0.0476190476190476
"TMS13F1126P0003",2,1,2,5.05952380952381,245.905882352941,177.5625,4.36636632352941,2,122.952941176471,0.285714285714286
"TMS13F1126P0003",2,2,2,NA,NA,228.75,NA,2,NA,0.285714285714286
"TMS13F1126P0003",2,3,2,2.5,158,125.465,1.982347,2,79,NA
"TMS13F1126P0003",2,4,2,NA,NA,155.8954,NA,2,NA,0.0476190476190476
"TMS13F1126P0003",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1288P0008",2,1,1,3.94117647058824,59.0298507462687,211.824,1.25039391044776,1,59.0298507462687,0.380952380952381
"TMS14F1288P0008",2,2,2,NA,NA,184.7515,NA,2,NA,NA
"TMS14F1288P0008",2,3,3,NA,NA,119.3225,NA,3,NA,0.0952380952380952
"TMS14F1288P0008",2,4,1,8.54166666666667,70.0487804878049,150.49,1.05416409756098,1,70.0487804878049,0.333333333333333
"TMS14F1288P0008",2,5,2,NA,NA,235.185,NA,2,NA,0.238095238095238
"TMS14F1300P0002",2,1,3,NA,NA,194.625,NA,3,NA,0.619047619047619
"TMS14F1300P0002",2,2,2,NA,NA,226.475,NA,2,NA,0.476190476190476
"TMS14F1300P0002",2,3,2,NA,NA,259.235,NA,2,NA,0.0476190476190476
"TMS14F1300P0002",2,4,4,NA,NA,241.49,NA,4,NA,0.476190476190476
"TMS14F1300P0002",2,5,1,NA,NA,350.4625,NA,1,NA,0.619047619047619
"IITA-TMS-IBA000070",2,1,3,NA,NA,234.8925,NA,3,NA,0.333333333333333
"IITA-TMS-IBA000070",2,2,3,NA,NA,213.735,NA,3,NA,0.476190476190476
"IITA-TMS-IBA000070",2,3,1,NA,NA,277.0125,NA,1,NA,0.428571428571429
"IITA-TMS-IBA000070",2,4,NA,NA,NA,NA,NA,NA,NA,NA
"IITA-TMS-IBA000070",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"IITA-TMS-IBA982101",2,1,3,NA,NA,146.668,NA,3,NA,0.19047619047619
"IITA-TMS-IBA982101",2,2,3,NA,NA,192.5775,NA,3,NA,0.333333333333333
"IITA-TMS-IBA982101",2,3,1,NA,NA,150.2625,NA,1,NA,0.238095238095238
"IITA-TMS-IBA982101",2,4,1,1.78571428571429,122,202.5875,2.4715675,1,122,0.476190476190476
"IITA-TMS-IBA982101",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1306P0008",2,1,1,NA,NA,324.105,NA,1,NA,NA
"TMS14F1306P0008",2,2,2,NA,NA,170.51,NA,2,NA,0.285714285714286
"TMS14F1306P0008",2,3,3,NA,NA,233.43,NA,3,NA,0.571428571428571
"TMS14F1306P0008",2,4,4,NA,NA,253.0275,NA,4,NA,0.571428571428571
"TMS14F1306P0008",2,5,1,NA,NA,246.3,NA,1,NA,0.571428571428571
"TMS13F1049P0001",2,1,2,NA,NA,94.98,NA,2,NA,0.380952380952381
"TMS13F1049P0001",2,2,1,2.72727272727273,102.5,143.1645,1.467436125,1,102.5,0.333333333333333
"TMS13F1049P0001",2,3,1,3.18181818181818,97,182.795,1.7731115,1,97,0.428571428571429
"TMS13F1049P0001",2,4,1,5.58823529411765,48.6842105263158,112.452,0.547463684210526,1,48.6842105263158,0.238095238095238
"TMS13F1049P0001",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1019P0015",2,1,1,2.77777777777778,94.6,201.632,1.90743872,1,94.6,0.238095238095238
"TMS14F1019P0015",2,2,3,2.77777777777778,229.2,213.1435,4.88524902,3,76.4,0.19047619047619
"TMS14F1019P0015",2,3,2,3.125,134.4,297.2275,3.9947376,2,67.2,0.285714285714286
"TMS14F1019P0015",2,4,2,NA,NA,161.865,NA,2,NA,0.0952380952380952
"TMS14F1019P0015",2,5,2,2.94117647058824,128.2,218.194,2.79724708,2,64.1,0.0952380952380952
"TMEB419",2,1,1,NA,NA,281.53,NA,1,NA,0.666666666666667
"TMEB419",2,2,3,NA,NA,276.3885,NA,3,NA,0.714285714285714
"TMEB419",2,3,4,NA,NA,286.08,NA,4,NA,0.714285714285714
"TMEB419",2,4,3,NA,NA,219.468,NA,3,NA,0.619047619047619
"TMEB419",2,5,1,NA,NA,230.9249,NA,1,NA,0.571428571428571
"TMS14F1278P0003",2,1,1,1.75,114,224.4275,2.5584735,1,114,0.428571428571429
"TMS14F1278P0003",2,2,2,3.125,124.8,195.535,2.4402768,2,62.4,0.0476190476190476
"TMS14F1278P0003",2,3,1,2.5,82,181.755,1.490391,1,82,NA
"TMS14F1278P0003",2,4,1,NA,NA,219.6955,NA,1,NA,0.333333333333333
"TMS14F1278P0003",2,5,1,2.89473684210526,128.181818181818,232.117,2.97531790909091,1,128.181818181818,0.333333333333333
"IITA-TMS-IBA980581",2,1,3,NA,NA,389.04,NA,3,NA,0.476190476190476
"IITA-TMS-IBA980581",2,2,4,NA,NA,242.309,NA,4,NA,0.523809523809524
"IITA-TMS-IBA980581",2,3,3,NA,NA,225.7015,NA,3,NA,0.714285714285714
"IITA-TMS-IBA980581",2,4,2,NA,NA,214.8725,NA,2,NA,0.380952380952381
"IITA-TMS-IBA980581",2,5,4,NA,NA,300.822,NA,4,NA,0.571428571428571
"TMS14F1159P0003",2,1,2,NA,NA,156.6325,NA,2,NA,0.0476190476190476
"TMS14F1159P0003",2,2,1,2.25,70.2222222222222,129.69,0.910712,1,70.2222222222222,0.19047619047619
"TMS14F1159P0003",2,3,2,NA,NA,143.184,NA,2,NA,NA
"TMS14F1159P0003",2,4,1,2.5,64,130.275,0.83376,1,64,0.238095238095238
"TMS14F1159P0003",2,5,2,2.22222222222222,145,134.136,1.944972,2,72.5,0.142857142857143
"TMS14F1022P0003",2,1,2,4.0625,117.230769230769,160.11,1.87698184615385,2,58.6153846153846,0.0952380952380952
"TMS14F1022P0003",2,2,1,4.16666666666667,59.4,146.85,0.872289,1,59.4,0.238095238095238
"TMS14F1022P0003",2,3,1,5.71428571428571,53,128.715,0.6821895,1,53,0.142857142857143
"TMS14F1022P0003",2,4,NA,NA,NA,NA,NA,NA,NA,NA
"TMS14F1022P0003",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"IITA-TMS-IBA30572",2,1,3,NA,NA,167.0975,NA,3,NA,NA
"IITA-TMS-IBA30572",2,2,2,NA,NA,160.6911,NA,2,NA,0.19047619047619
"IITA-TMS-IBA30572",2,3,2,NA,NA,155.6406,NA,2,NA,0.333333333333333
"IITA-TMS-IBA30572",2,4,3,2.17391304347826,239.7,130.652,3.13172844,3,79.9,0.333333333333333
"IITA-TMS-IBA30572",2,5,NA,NA,NA,NA,NA,NA,NA,NA
"TMS13F1304P0003",2,1,2,NA,NA,272.9175,NA,2,NA,0.380952380952381
"TMS13F1304P0003",2,2,2,NA,NA,179.246,NA,2,NA,0.380952380952381
"TMS13F1304P0003",2,3,1,NA,NA,253.4955,NA,1,NA,0.238095238095238
"TMS13F1304P0003",2,4,1,NA,NA,263.85,NA,1,NA,0.333333333333333
"TMS13F1304P0003",2,5,2,NA,NA,182.1125,NA,2,NA,0.476190476190476
