Clone,CB_3Min,CB_3Msev,CGM_1sev,CGM_2sev,CMO_1Min,CMO_3Min,CMO_1Msev,CMO_3Msev
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,1,2,3,NA,NA,0,NA,1
TMS14F1299P0007,1,2,4,NA,NA,0,NA,1
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1299P0007,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,0,1,NA,NA,0,0,1,1
TMS14F1300P0002,0,1,NA,NA,0,0,1,1
TMS14F1300P0002,0,1,NA,NA,0,0,1,1
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,1,2,NA,NA,0,0,1,1
TMS14F1300P0002,0.63,2,NA,NA,0,0,1,1
TMS14F1300P0002,0.85,3,NA,NA,0,0,1,1
TMS14F1300P0002,0.1,2,4,2,0,0,1,1
TMS14F1300P0002,0,1,4,2,0,0,1,1
TMS14F1300P0002,0,1,4,2,0,0,1,1
TMS14F1300P0002,0.8,2,4,NA,0,0,1,1
TMS14F1300P0002,0.8,3,4,NA,0,0,1,1
TMS14F1300P0002,0.6,3,3,NA,0,0,1,1
TMS14F1300P0002,0,1,NA,NA,0,0,1,1
TMS14F1300P0002,0,1,NA,NA,0,0,1,1
TMS14F1300P0002,0,1,NA,NA,0,0,1,1
TMS14F1300P0002,0,1,NA,NA,0,0,1,1
TMS14F1300P0002,0,1,NA,NA,0,0,1,1
TMS14F1300P0002,0,1,NA,NA,0,0,1,1
TMS14F1300P0002,0.1,2,3,2,0,0,1,1
TMS14F1300P0002,0,1,3,2,0,0,1,1
TMS14F1300P0002,0,1,3,2,0,0,1,1
TMS14F1300P0002,0,1,2,NA,0,0,1,1
TMS14F1300P0002,0,1,4,NA,0,0,1,1
TMS14F1300P0002,0,1,2,NA,0,0,1,1
TMS14F1300P0002,0.7,2,4,NA,0,0,1,1
TMS14F1300P0002,0,1,4,NA,0,0,1,1
TMS14F1300P0002,0.4,2,3,NA,0,0,1,1
TMS14F1300P0002,0.45,2,2,3,0,0,1,1
TMS14F1300P0002,0.68,2,5,4,0,0,1,1
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,1,2,3,NA,NA,0,NA,1
TMS14F1300P0002,1,2,4,NA,NA,0,NA,1
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0002,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,1,2,NA,NA,0,0,1,1
TMS14F1300P0008,0.94,2,NA,NA,0,0,1,1
TMS14F1300P0008,0.95,2,NA,NA,0,0,1,1
TMS14F1300P0008,0.9,3,3,NA,0,0,1,1
TMS14F1300P0008,1,3,2,NA,0,0,1,1
TMS14F1300P0008,0.64,3,3,NA,0,0,1,1
TMS14F1300P0008,1,2,NA,NA,0,0,1,1
TMS14F1300P0008,0.26,2,NA,NA,0,0,1,1
TMS14F1300P0008,0.5,2,NA,NA,0,0,1,1
TMS14F1300P0008,1,2,4,2,0,0,1,3
TMS14F1300P0008,1,2,4,2,0,0,1,1
TMS14F1300P0008,1,2,4,2,0,0,1,3
TMS14F1300P0008,0,1,2,NA,0.1,0,3,1
TMS14F1300P0008,0.4,3,4,NA,0.1,0,3,1
TMS14F1300P0008,0.4,2,3,NA,0.1,0,3,1
TMS14F1300P0008,0,1,NA,NA,0,0,1,1
TMS14F1300P0008,0,1,NA,NA,0,0,1,1
TMS14F1300P0008,0,1,NA,NA,0,0,1,1
TMS14F1300P0008,0,1,NA,NA,0,0,1,1
TMS14F1300P0008,0,1,NA,NA,0,0.08,1,3
TMS14F1300P0008,0,1,NA,NA,0,0,1,1
TMS14F1300P0008,1,2,3,NA,0,0,1,3
TMS14F1300P0008,1,2,2,NA,0,0,1,1
TMS14F1300P0008,1,2,2,NA,0,0,2,3
TMS14F1300P0008,0,1,2,NA,0,0,1,1
TMS14F1300P0008,0,1,2,NA,0,0,1,1
TMS14F1300P0008,0,1,2,NA,0,0,1,1
TMS14F1300P0008,0,1,2,4,0,0,1,1
TMS14F1300P0008,0,1,1,4,0,0,1,1
TMS14F1300P0008,0,1,4,4,0,0,1,1
TMS14F1300P0008,0.53,2,3,3,0,0,1,1
TMS14F1300P0008,0.43,2,2,3,0,0,1,1
TMS14F1300P0008,0.38,2,2,2,0,0,1,1
TMS14F1300P0008,0.91,2,2,NA,0,0,1,1
TMS14F1300P0008,1,2,4,NA,0,0,1,1
TMS14F1300P0008,1,2,4,NA,0,0,1,1
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1300P0008,0.5,2,4,NA,NA,0.1,NA,2
TMS14F1300P0008,1,2,3,NA,NA,0,NA,1
TMS14F1301P0004,0,1,NA,NA,0,0,1,1
TMS14F1301P0004,0,1,NA,NA,0,0,1,1
TMS14F1301P0004,0,1,NA,NA,0,0,1,1
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,0.11,2,NA,NA,0,0,1,1
TMS14F1301P0004,0.6,2,NA,NA,0,0,1,1
TMS14F1301P0004,0.39,2,NA,NA,0,0,1,1
TMS14F1301P0004,0,1,3,2,0,0,1,2
TMS14F1301P0004,0,1,2,NA,0,0,1,1
TMS14F1301P0004,0,1,4,2,0,0,1,1
TMS14F1301P0004,0.6,3,3,NA,0,0,1,1
TMS14F1301P0004,0.7,3,4,NA,0.1,0,3,1
TMS14F1301P0004,0.8,3,3,NA,0,0,1,1
TMS14F1301P0004,0,1,NA,NA,0,0,1,1
TMS14F1301P0004,0,1,NA,NA,0,0,1,1
TMS14F1301P0004,0,1,NA,NA,0,0,1,1
TMS14F1301P0004,0,1,NA,NA,0,0,1,1
TMS14F1301P0004,0,1,NA,NA,0,0,1,1
TMS14F1301P0004,0,1,NA,NA,0,0,1,1
TMS14F1301P0004,0,1,3,2,0,0,1,2
TMS14F1301P0004,0,1,4,2,0,0,1,1
TMS14F1301P0004,0,1,3,2,0,0,1,1
TMS14F1301P0004,0,1,2,NA,0,0,1,1
TMS14F1301P0004,0,1,3,NA,0,0,1,1
TMS14F1301P0004,0,1,2,NA,0,0,1,1
TMS14F1301P0004,0.8,2,4,NA,0,0,1,1
TMS14F1301P0004,0,2,4,NA,0,0,1,1
TMS14F1301P0004,0.2,2,4,NA,0,0,1,1
TMS14F1301P0004,0.58,2,5,4,0,0,1,1
TMS14F1301P0004,0.67,2,2,4,0,0,1,1
TMS14F1301P0004,0.55,2,5,4,0,0,1,1
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,1,2,4,NA,NA,0,NA,1
TMS14F1301P0004,1,2,4,NA,NA,0,NA,1
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0004,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,0,1,NA,NA,0,0,1,1
TMS14F1301P0013,0,1,NA,NA,0,0,1,1
TMS14F1301P0013,0,1,NA,NA,0,0,1,1
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,0.98,3,NA,NA,0,0,1,1
TMS14F1301P0013,0.48,2,NA,NA,0,0,1,1
TMS14F1301P0013,0.48,2,NA,NA,0,0,1,1
TMS14F1301P0013,0,1,4,2,0,0,1,1
TMS14F1301P0013,0,1,4,2,0,0,1,1
TMS14F1301P0013,0,1,4,2,0,0,1,1
TMS14F1301P0013,0.7,3,3,NA,0,0,1,1
TMS14F1301P0013,0.4,3,3,NA,0,0,1,1
TMS14F1301P0013,0.9,2,3,NA,0.2,0,3,1
TMS14F1301P0013,0,1,NA,NA,0,0,1,1
TMS14F1301P0013,0,1,NA,NA,0,0,1,1
TMS14F1301P0013,0,1,NA,NA,0,0,1,1
TMS14F1301P0013,0,1,NA,NA,0,0,1,1
TMS14F1301P0013,0,1,NA,NA,0,0.11,1,3
TMS14F1301P0013,0,1,NA,NA,0,0,1,1
TMS14F1301P0013,0,1,4,2,0,0,1,1
TMS14F1301P0013,0,1,3,2,0,0,1,1
TMS14F1301P0013,0,1,4,2,0,0,1,1
TMS14F1301P0013,0,1,2,NA,0,0,1,1
TMS14F1301P0013,0,1,2,NA,0,0,1,1
TMS14F1301P0013,0,1,2,NA,0,0,1,1
TMS14F1301P0013,0.6,2,4,NA,0,0,1,1
TMS14F1301P0013,0,1,4,NA,0,0,1,1
TMS14F1301P0013,0.7,3,4,NA,0,0,1,1
TMS14F1301P0013,0.53,2,2,2,0,0,1,1
TMS14F1301P0013,0.79,2,2,3,0,0,1,1
TMS14F1301P0013,0.45,2,2,2,0,0,1,1
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,1,2,3,NA,NA,0,NA,1
TMS14F1301P0013,1,2,4,NA,NA,0,NA,1
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1301P0013,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,1,2,NA,NA,0,0,1,1
TMS14F1303P0012,1,2,NA,NA,0,0,1,1
TMS14F1303P0012,0.92,2,NA,NA,0,0.05,1,2
TMS14F1303P0012,0.92,3,2,NA,0.03,0.03,3,3
TMS14F1303P0012,0.61,3,2,NA,0.08,0.17,3,3
TMS14F1303P0012,0.61,3,3,NA,0.03,0.14,3,3
TMS14F1303P0012,1,2,NA,NA,0,0,1,1
TMS14F1303P0012,0,1,NA,NA,0,0,1,1
TMS14F1303P0012,0.24,2,NA,NA,0,0,1,1
TMS14F1303P0012,1,2,5,2,0.2,0.4,3,3
TMS14F1303P0012,1,2,4,3,0.1,0.3,4,3
TMS14F1303P0012,1,2,5,2,0.1,0.1,4,2
TMS14F1303P0012,0.4,3,4,NA,0.4,0.6,4,3
TMS14F1303P0012,0.3,3,4,NA,0.5,0.6,4,3
TMS14F1303P0012,0.5,3,4,NA,0.2,0.1,4,3
TMS14F1303P0012,0.43,2,NA,NA,0,0,1,1
TMS14F1303P0012,0,1,NA,NA,0,0,1,1
TMS14F1303P0012,0,1,NA,NA,0.13,0,4,1
TMS14F1303P0012,0,1,NA,NA,0,0,1,1
TMS14F1303P0012,0,1,NA,NA,0,0.31,1,3
TMS14F1303P0012,0,1,NA,NA,0.13,0.42,4,3
TMS14F1303P0012,1,2,2,NA,0.1,0.4,3,3
TMS14F1303P0012,1,2,2,NA,0.3,0.3,2,3
TMS14F1303P0012,1,2,2,NA,0,0.1,1,2
TMS14F1303P0012,0,1,2,NA,0,0,1,1
TMS14F1303P0012,0,1,2,NA,0.06,0,3,1
TMS14F1303P0012,0,1,2,NA,0.14,0,3,1
TMS14F1303P0012,0,1,1,3,0,0,1,1
TMS14F1303P0012,0,1,3,4,0,0,1,1
TMS14F1303P0012,0,1,3,4,0,0,1,1
TMS14F1303P0012,0.46,2,2,2,0.05,0.17,3,3
TMS14F1303P0012,0.43,2,2,2,0,0.05,1,2
TMS14F1303P0012,0.46,2,2,3,0,0,1,1
TMS14F1303P0012,1,2,3,NA,0,0,1,1
TMS14F1303P0012,1,2,3,NA,0,0,1,1
TMS14F1303P0012,1,2,3,NA,0,0,1,1
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1303P0012,1,2,4,NA,NA,0.2,NA,2
TMS14F1303P0012,1,2,3,NA,NA,0.3,NA,2
TMS14F1306P0008,0,1,NA,NA,0,0,1,1
TMS14F1306P0008,0,1,NA,NA,0,0,1,1
TMS14F1306P0008,0,1,NA,NA,0,0,1,1
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,0.37,2,NA,NA,0,0,1,1
TMS14F1306P0008,0.53,2,NA,NA,0,0,1,1
TMS14F1306P0008,0.38,2,NA,NA,0,0,1,1
TMS14F1306P0008,0,1,2,2,0,0,1,1
TMS14F1306P0008,0,1,3,2,0,0,1,1
TMS14F1306P0008,0,1,3,2,0,0,1,1
TMS14F1306P0008,0.5,2,3,NA,0,0,1,1
TMS14F1306P0008,0.6,3,3,NA,0.2,0,3,1
TMS14F1306P0008,0.5,3,2,NA,0.1,0,3,1
TMS14F1306P0008,0.24,2,NA,NA,0,0,1,1
TMS14F1306P0008,0.76,3,NA,NA,0,0,1,1
TMS14F1306P0008,0.53,3,NA,NA,0,0,1,1
TMS14F1306P0008,0.71,3,NA,NA,0,0,1,1
TMS14F1306P0008,0.37,3,NA,NA,0,0,1,1
TMS14F1306P0008,0,1,NA,NA,0,0,1,1
TMS14F1306P0008,0,1,4,2,0,0,3,1
TMS14F1306P0008,0,1,4,2,0,0,1,1
TMS14F1306P0008,0,1,3,2,0,0,1,1
TMS14F1306P0008,0,1,2,NA,0,0,1,1
TMS14F1306P0008,0.3,2,2,NA,0,0,1,1
TMS14F1306P0008,0,1,2,NA,0.06,0,2,1
TMS14F1306P0008,0.3,3,4,NA,0,0,1,1
TMS14F1306P0008,0,1,4,NA,0,0,1,1
TMS14F1306P0008,0.4,3,4,NA,0,0,1,1
TMS14F1306P0008,0.5,2,3,2,0,0,1,1
TMS14F1306P0008,0.86,2,3,2,0,0,1,1
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,1,2,3,NA,NA,0,NA,1
TMS14F1306P0008,1,2,3,NA,NA,0,NA,1
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0008,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,1,2,NA,NA,0,0,1,1
TMS14F1306P0015,1,2,NA,NA,0,0,1,1
TMS14F1306P0015,1,2,NA,NA,0,0,1,1
TMS14F1306P0015,0.89,3,2,NA,0,0,1,1
TMS14F1306P0015,0.79,3,2,NA,0,0,1,1
TMS14F1306P0015,0.97,3,2,NA,0,0,1,1
TMS14F1306P0015,0.32,2,NA,NA,0,0,1,1
TMS14F1306P0015,0,1,NA,NA,0,0,1,1
TMS14F1306P0015,0.17,2,NA,NA,NA,0,NA,1
TMS14F1306P0015,1,2,4,2,0,0,1,1
TMS14F1306P0015,1,2,3,2,0,0,1,1
TMS14F1306P0015,1,2,3,2,0,0,1,1
TMS14F1306P0015,0.7,3,2,NA,0,0,1,1
TMS14F1306P0015,0.9,3,3,NA,0,0,1,1
TMS14F1306P0015,0.3,3,3,NA,0,0,1,1
TMS14F1306P0015,0.46,2,NA,NA,0,0,1,1
TMS14F1306P0015,0.11,2,NA,NA,0,0.14,1,2
TMS14F1306P0015,0.39,2,NA,NA,0,0,1,1
TMS14F1306P0015,0.25,2,NA,NA,0,0,1,1
TMS14F1306P0015,0,1,NA,NA,0,0,1,1
TMS14F1306P0015,0,1,NA,NA,0,0,1,1
TMS14F1306P0015,1,2,2,NA,0,0,1,1
TMS14F1306P0015,1,2,2,NA,0,0,1,1
TMS14F1306P0015,1,2,2,NA,0,0,1,1
TMS14F1306P0015,0,1,3,NA,0,0,1,1
TMS14F1306P0015,0.16,2,2,NA,0,0,1,1
TMS14F1306P0015,0,1,3,NA,0,0,1,1
TMS14F1306P0015,0.3,2,3,3,0,0,1,1
TMS14F1306P0015,0,1,2,4,0,0,1,1
TMS14F1306P0015,0,1,1,4,0,0,1,1
TMS14F1306P0015,0.6,2,5,3,0,0,1,1
TMS14F1306P0015,0.31,2,2,2,0,0,1,1
TMS14F1306P0015,0.44,2,2,2,0,0,1,1
TMS14F1306P0015,1,3,4,NA,0,0,1,1
TMS14F1306P0015,1,3,4,NA,0,0,1,1
TMS14F1306P0015,1,2,3,NA,0,0,1,1
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0015,1,2,3,NA,NA,0,NA,1
TMS14F1306P0015,1,2,3,NA,NA,0,NA,1
TMS14F1306P0020,1,2,NA,NA,0,0,1,1
TMS14F1306P0020,1,2,NA,NA,0,0,1,1
TMS14F1306P0020,1,2,NA,NA,0,0,1,1
TMS14F1306P0020,0.89,3,2,NA,0,0,1,1
TMS14F1306P0020,0.86,3,2,NA,0,0,1,1
TMS14F1306P0020,0.89,3,3,NA,0,0,1,1
TMS14F1306P0020,0.29,2,NA,NA,0,0,1,1
TMS14F1306P0020,0.29,2,NA,NA,0,0,1,1
TMS14F1306P0020,0.17,2,NA,NA,0,0,1,1
TMS14F1306P0020,1,2,2,2,0,0,1,2
TMS14F1306P0020,1,2,3,2,0,0,1,1
TMS14F1306P0020,1,2,3,2,0,0,1,1
TMS14F1306P0020,0.7,3,2,NA,0.1,0,2,1
TMS14F1306P0020,0.7,3,4,NA,0.1,0,3,1
TMS14F1306P0020,0.4,3,4,NA,0,0,2,1
TMS14F1306P0020,0,1,NA,NA,0,0,1,1
TMS14F1306P0020,0.27,2,NA,NA,0,0,1,1
TMS14F1306P0020,0,1,NA,NA,0,0,1,1
TMS14F1306P0020,0,1,NA,NA,0,0,1,1
TMS14F1306P0020,0,1,NA,NA,0,0,1,1
TMS14F1306P0020,0,1,NA,NA,0,0,1,1
TMS14F1306P0020,1,2,2,NA,0,0,1,2
TMS14F1306P0020,1,2,2,NA,0,0,1,1
TMS14F1306P0020,1,2,2,NA,0.1,0,2,1
TMS14F1306P0020,0,1,3,NA,0,0,1,1
TMS14F1306P0020,0,1,2,NA,0,0,1,1
TMS14F1306P0020,0,1,2,NA,0,0,1,1
TMS14F1306P0020,0,1,1,4,0,0,1,1
TMS14F1306P0020,0,1,2,4,0.3,0,2,1
TMS14F1306P0020,0.2,2,1,4,0,0,1,1
TMS14F1306P0020,0.46,2,3,4,0,0,1,1
TMS14F1306P0020,0.4,2,2,3,0,0,1,1
TMS14F1306P0020,0.54,2,2,4,0,0,1,1
TMS14F1306P0020,1,2,2,NA,0,0,1,1
TMS14F1306P0020,1,2,4,NA,0,0,1,1
TMS14F1306P0020,1,2,2,NA,0,0,1,1
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,NA,NA,NA,NA,NA,NA,NA,NA
TMS14F1306P0020,1,2,3,NA,NA,0,NA,1
TMS14F1306P0020,1,2,3,NA,NA,0,NA,1
TMS14F1310P0004,1,2,NA,NA,0,0,1,1
TMS14F1310P0004,1,2,NA,NA,0,0,1,1
TMS14F1310P0004,1,2,NA,NA,0,0,1,1
TMS14F1310P0004,0.89,2,2,NA,0,0,1,1
TMS14F1310P0004,0.92,3,3,NA,0,0,1,1
TMS14F1310P0004,0.61,3,4,NA,0,0,1,1
TMS14F1310P0004,0,1,NA,NA,0,0,1,1
