leaf_name,plot_name,accession_name,plot_number,leaf_no,pedigree,block_number,rep_number,petiole length,leaf lobe length,leaf lobe width,lobe number
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_18,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,18,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_19,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,19,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_20,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,20,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_21,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,21,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_22,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,22,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_23,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,23,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_24,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,24,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_25,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,25,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_26,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,26,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_27,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,27,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_28,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,28,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_29,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,29,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118_30,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS14F1013P0007_118,TMS14F1013P0007,118,30,TMS13F1288P0009/TMS13F1108P0007,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_1,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,1,TMEB459/NA,2,1,19,13.5,4.2,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_2,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,2,TMEB459/NA,2,1,15.5,11.7,3.6,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_3,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,3,TMEB459/NA,2,1,14,11.3,3.5,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_4,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,4,TMEB459/NA,2,1,17.5,12.5,4,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_5,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,5,TMEB459/NA,2,1,18.5,15,4.5,9
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_6,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,6,TMEB459/NA,2,1,17,13,4.2,8
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_7,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,7,TMEB459/NA,2,1,11.5,12.8,4,6
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_8,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,8,TMEB459/NA,2,1,10,12,3.7,6
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_9,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,9,TMEB459/NA,2,1,13,13.3,4.4,9
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_10,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,10,TMEB459/NA,2,1,23,12.5,3.5,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_11,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,11,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_12,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,12,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_13,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,13,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_14,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,14,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_15,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,15,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_16,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,16,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_17,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,17,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_18,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,18,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_19,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,19,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_20,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,20,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_21,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,21,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_22,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,22,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_23,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,23,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_24,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,24,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_25,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,25,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_26,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,26,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_27,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,27,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_28,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,28,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_29,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,29,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119_30,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA000070_119,IITA-TMS-IBA000070,119,30,TMEB459/NA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_1,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,1,IITA-TMS-IBA951181/71173,2,1,13.5,14.5,3.5,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_2,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,2,IITA-TMS-IBA951181/71173,2,1,13.5,13.5,3.4,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_3,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,3,IITA-TMS-IBA951181/71173,2,1,11,14.5,3.6,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_4,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,4,IITA-TMS-IBA951181/71173,2,1,15,15.2,3.7,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_5,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,5,IITA-TMS-IBA951181/71173,2,1,16,14.5,3.6,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_6,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,6,IITA-TMS-IBA951181/71173,2,1,11,15,3.6,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_7,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,7,IITA-TMS-IBA951181/71173,2,1,10.7,15,3.7,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_8,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,8,IITA-TMS-IBA951181/71173,2,1,15,15.8,4,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_9,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,9,IITA-TMS-IBA951181/71173,2,1,12,16.5,3.8,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_10,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,10,IITA-TMS-IBA951181/71173,2,1,13.9,14.3,3.5,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_11,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,11,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_12,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,12,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_13,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,13,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_14,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,14,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_15,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,15,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_16,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,16,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_17,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,17,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_18,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,18,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_19,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,19,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_20,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,20,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_21,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,21,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_22,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,22,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_23,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,23,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_24,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,24,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_25,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,25,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_26,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,26,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_27,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,27,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_28,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,28,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_29,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,29,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120_30,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA982101_120,IITA-TMS-IBA982101,120,30,IITA-TMS-IBA951181/71173,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_1,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,1,58308/BRANCA DE SANTA CATARINA,2,1,11,10.5,2.7,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_2,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,2,58308/BRANCA DE SANTA CATARINA,2,1,12,12.5,3.5,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_3,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,3,58308/BRANCA DE SANTA CATARINA,2,1,19,9.8,2.7,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_4,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,4,58308/BRANCA DE SANTA CATARINA,2,1,11.5,12,3.5,3
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_5,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,5,58308/BRANCA DE SANTA CATARINA,2,1,14,13.5,3.5,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_6,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,6,58308/BRANCA DE SANTA CATARINA,2,1,10.7,11.3,5,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_7,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,7,58308/BRANCA DE SANTA CATARINA,2,1,17,12.5,3.5,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_8,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,8,58308/BRANCA DE SANTA CATARINA,2,1,4.3,13.3,3.7,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_9,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,9,58308/BRANCA DE SANTA CATARINA,2,1,14.2,12.5,3.5,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_10,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,10,58308/BRANCA DE SANTA CATARINA,2,1,16,10,2.5,5
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_11,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,11,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_12,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,12,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_13,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,13,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_14,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,14,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_15,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,15,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_16,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,16,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_17,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,17,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_18,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,18,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_19,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,19,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_20,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,20,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_21,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,21,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_22,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,22,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_23,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,23,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_24,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,24,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_25,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,25,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_26,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,26,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_27,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,27,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_28,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,28,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_29,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,29,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121_30,2021-20.GS.C2.UYT.36.setB.IB-rep1-IITA-TMS-IBA30572_121,IITA-TMS-IBA30572,121,30,58308/BRANCA DE SANTA CATARINA,2,1,,,,
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122_1,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122,TMS13F1315P0008,122,1,IITA-TMS-IBA051740/IITA-TMS-IBA010903,2,1,12.5,12.5,3.5,7
2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122_2,2021-20.GS.C2.UYT.36.setB.IB-rep1-TMS13F1315P0008_122,TMS13F1315P0008,122,2,IITA-TMS-IBA051740/IITA-TMS-IBA010903,2,1,12.4,12,3.3,7
